number_of_riders,number_of_drivers,location_category,customer_loyalty_status,number_of_past_rides,average_ratings,time_of_booking,vehicle_type,expected_ride_duration,historical_cost_of_ride,is_urban,is_silver,is_peak_hour,demand_ratio,dynamic_price,static_revenue,dynamic_revenue
94,64,Urban,Regular,62,4.87,Night,Economy,166,744.0359811402852,True,False,False,1.5570131849201616,843.7368026130836,69939.38222718681,79311.25944562985
86,20,Suburban,Silver,51,3.75,Morning,Premium,110,412.25746306035046,False,True,True,1.4245014245014245,516.9708586776795,35454.14182319014,44459.49384628044
79,55,Suburban,Regular,91,4.39,Morning,Economy,48,189.5605649707772,False,False,True,1.3085536341350295,250.2199457614259,14975.284632691399,19767.375715152644
73,13,Urban,Regular,93,3.95,Night,Economy,90,357.0434721850994,True,False,False,1.2091698138209765,404.8872974579027,26064.173469512258,29556.772714426897
74,23,Urban,Regular,45,4.07,Morning,Premium,99,417.1740953777763,True,False,True,1.2257337838733187,578.203296193598,30870.88305795545,42787.04391832626
26,11,Urban,Gold,10,4.22,Morning,Premium,69,314.84471031916905,True,False,True,0.4306632213608958,309.09879435584423,8185.962468298396,8036.56865325195
99,30,Urban,Regular,74,4.21,Morning,Premium,160,629.9546011362719,True,False,True,1.6398330351818724,873.117077174873,62365.50551249092,86438.59064031242
80,42,Urban,Gold,85,4.22,Night,Economy,131,473.5617540035448,True,False,False,1.3251176041873716,537.0190290400199,37884.94032028358,42961.522323201585
78,35,Rural,Regular,5,4.35,Evening,Premium,100,317.88095784682014,False,False,True,1.2919896640826873,419.60286435780256,24794.71471205197,32729.0234199086
63,6,Urban,Gold,29,4.79,Evening,Premium,24,132.49921949173307,True,False,True,1.0435301132975552,183.64391821554207,8347.450827979184,11569.56684757915
25,8,Rural,Regular,30,4.44,Night,Economy,115,430.7858509781543,False,False,False,0.41409925130855363,329.55117599828804,10769.646274453858,8238.7793999572
100,50,Urban,Regular,20,4.14,Evening,Economy,127,350.2265835541767,True,False,True,1.6563970052342145,485.414044806089,35022.658355417676,48541.4044806089
46,8,Urban,Silver,32,4.81,Afternoon,Economy,112,466.42747932165264,True,True,False,0.7619426224077387,558.3136927480182,21455.66404879602,25682.429866408835
59,29,Urban,Regular,90,4.3,Night,Economy,145,651.7303890276737,True,False,False,0.9772742330881866,739.0622611573822,38452.092952632745,43604.67340828555
21,11,Rural,Gold,18,4.2,Morning,Premium,49,266.34807324582846,False,False,True,0.34784337109918506,249.03544848484964,5593.309538162398,5229.744418181843
64,7,Rural,Silver,48,4.67,Evening,Economy,64,266.38537677090085,False,True,True,1.0600940833498973,334.04726247070965,17048.664113337654,21379.024798125418
52,22,Suburban,Gold,72,3.6,Morning,Premium,101,303.803226426852,False,False,True,0.8613264427217916,401.0202588834446,15797.767774196305,20853.053461939122
100,56,Suburban,Silver,67,4.2,Evening,Economy,169,461.9661913503604,False,True,True,1.6563970052342145,579.305603953352,46196.61913503604,57930.560395335204
83,72,Rural,Regular,25,4.62,Night,Premium,45,201.0575405594342,False,False,False,1.3748095143443981,217.14214380418892,16687.775866433036,18022.79793574768
89,10,Rural,Silver,36,4.12,Afternoon,Premium,13,94.21444738997974,False,True,False,1.474193334658451,107.4044700245769,8385.085817708197,9558.997832187344
100,37,Rural,Silver,47,4.7,Afternoon,Economy,142,546.8574476673242,False,True,False,1.6563970052342145,623.4174903407495,54685.74476673242,62341.74903407495
71,7,Urban,Gold,31,4.83,Morning,Premium,60,292.74683013160404,True,False,True,1.1760418737162923,405.74710656240325,20785.024939343886,28808.04456593063
94,26,Suburban,Regular,0,3.94,Afternoon,Premium,40,150.90603765991335,False,False,False,1.5570131849201616,181.08724519189602,14185.167540031855,17022.201048038227
52,23,Urban,Regular,41,4.23,Evening,Economy,134,534.90663340905,True,False,True,0.8613264427217916,741.3805939049433,27815.144937270597,38551.79088305705
27,15,Urban,Silver,31,4.95,Afternoon,Economy,103,315.2654030422818,True,True,False,0.4472271914132379,267.3056536044747,8512.165882141608,7217.252647320816
88,62,Urban,Regular,62,4.82,Afternoon,Economy,162,601.2360266422271,True,False,False,1.4576293646061087,757.5573935692062,52908.770344515986,66665.05063409015
48,38,Suburban,Silver,64,4.97,Night,Premium,152,701.4695729515377,False,True,False,0.795070562512423,719.7077818482776,33670.539501673804,34545.973528717324
53,35,Suburban,Regular,1,3.67,Morning,Premium,88,392.0078846224547,False,False,True,0.8778904127741337,517.4504077016402,20776.4178849901,27424.87160818693
31,12,Suburban,Gold,34,4.7,Night,Economy,105,331.8375249153692,False,False,False,0.5134830716226065,358.3845269085988,10286.963272376446,11109.920334166562
56,34,Suburban,Silver,1,4.56,Afternoon,Economy,121,307.5259290756184,False,True,False,0.9275823229311602,350.579559146205,17221.45202823463,19632.455312187478
48,35,Rural,Gold,47,4.26,Morning,Economy,26,68.27174499943663,False,False,True,0.795070562512423,90.11870339925636,3277.0437599729585,4325.697763164306
93,66,Suburban,Silver,22,3.91,Night,Economy,180,765.4397485645513,False,True,False,1.5404492148678195,785.3411820272297,71185.89661650328,73036.72992853237
49,18,Rural,Silver,62,4.92,Afternoon,Economy,62,168.36628924698925,False,True,False,0.8116345325647651,191.93756974156776,8249.948173102473,9404.94091733682
72,33,Rural,Gold,63,4.25,Evening,Economy,132,351.7736189685264,False,False,True,1.1926058437686344,464.34117703845493,25327.700565733903,33432.56474676875
62,11,Suburban,Gold,37,4.23,Morning,Premium,71,363.3457529659053,False,False,True,1.026966143245213,479.61639391499506,22527.43668388613,29736.216422729693
39,15,Suburban,Regular,53,4.6,Evening,Premium,38,201.7146762833217,False,False,True,0.6459948320413437,266.26337269398465,7866.8723750495465,10384.271535065402
67,56,Urban,Gold,49,4.22,Afternoon,Premium,23,121.43999901863724,True,False,False,1.1097859935069236,153.01439876348292,8136.479934248695,10251.964717153356
88,15,Urban,Regular,39,4.51,Afternoon,Economy,137,598.7750233051204,True,False,False,1.4576293646061087,754.4565293644516,52692.202050850596,66392.17458407175
29,16,Urban,Silver,75,4.11,Morning,Premium,80,371.1242881043308,True,True,True,0.4803551315179222,346.13370635410547,10762.604355025593,10037.877484269058
100,24,Urban,Silver,88,4.49,Night,Economy,56,173.66696747925593,True,True,False,1.6563970052342145,187.0914240654024,17366.696747925595,18709.14240654024
98,43,Suburban,Gold,62,4.98,Morning,Economy,130,538.5185280064754,False,False,True,1.6232690651295303,710.8444569685477,52774.815744634594,69662.75678291767
35,10,Rural,Gold,40,3.54,Night,Economy,75,281.9625670059949,False,False,False,0.5797389518319751,304.5195723664745,9868.689845209821,10658.185032826608
58,14,Rural,Gold,10,3.77,Morning,Economy,95,258.01445968829404,False,False,True,0.9607102630358444,340.5790867885482,14964.838661921054,19753.587033735796
22,7,Urban,Gold,53,4.43,Morning,Premium,98,476.2019961536034,True,False,True,0.3644073411515272,467.51130972380014,10476.443915379274,10285.248813923603
84,37,Suburban,Regular,94,3.83,Night,Economy,28,124.64550323605349,False,False,False,1.3913734843967402,134.61714349493775,10470.222271828492,11307.840053574771
91,14,Suburban,Silver,19,4.78,Night,Premium,19,111.11271494112724,False,True,False,1.5073212747631353,114.00164552959653,10111.25705964258,10374.149743193284
56,29,Urban,Gold,67,4.49,Afternoon,Economy,125,421.8171879075184,True,False,False,0.9275823229311602,531.4896567634732,23621.76252282103,29763.420778754502
97,21,Rural,Regular,36,3.72,Evening,Premium,23,134.0510144913575,False,False,True,1.6067050950771882,176.94733912859192,13002.948405661678,17163.891895473418
57,47,Urban,Gold,26,3.8,Morning,Economy,30,132.4032477391118,True,False,True,0.9441462929835023,183.51090136640897,7546.985121129373,10460.12137788531
94,27,Suburban,Silver,100,3.6,Night,Premium,172,547.9814624298182,False,True,False,1.5570131849201616,562.2289804529934,51510.25746840291,52849.52416258138
84,6,Suburban,Gold,24,3.74,Morning,Economy,68,281.96824577029594,False,False,True,1.3913734843967402,372.19808441679066,23685.33264470486,31264.639091010416
40,11,Rural,Silver,1,4.24,Night,Premium,35,182.46632143825187,False,True,False,0.6625588020936858,187.2104457956464,7298.6528575300745,7488.4178318258555
65,36,Suburban,Silver,20,4.39,Night,Premium,87,313.7742265682814,False,True,False,1.0766580534022394,321.93235645905673,20395.324726938292,20925.603169838687
35,22,Urban,Silver,28,4.88,Afternoon,Premium,116,422.8866610257602,True,True,False,0.5797389518319751,506.1953332478349,14801.033135901607,17716.83666367422
40,30,Urban,Regular,67,4.03,Evening,Premium,143,529.6967147126813,True,False,True,0.6625588020936858,734.1596465917764,21187.868588507255,29366.385863671057
61,45,Urban,Silver,6,4.99,Evening,Economy,10,25.993449448411635,True,True,True,1.010402173192871,34.22557488872361,1585.6004163531097,2087.76006821214
50,14,Urban,Gold,98,3.52,Night,Premium,109,351.5699575243088,True,False,False,0.8281985026171073,398.6803318325662,17578.49787621544,19934.01659162831
98,25,Suburban,Silver,30,4.76,Afternoon,Economy,60,154.68715967826247,False,True,False,1.6232690651295303,176.3433620332192,15159.341648469723,17281.64947925548
54,37,Suburban,Regular,41,4.69,Afternoon,Premium,16,106.59208227583191,False,False,False,0.8944543828264758,127.91049873099828,5755.972442894923,6907.166931473907
37,13,Rural,Regular,31,4.66,Afternoon,Economy,35,132.1665679180113,False,False,False,0.6128668919366593,158.59988150161357,4890.163012966418,5868.195615559702
78,41,Urban,Silver,12,4.99,Afternoon,Economy,22,76.224961221763,True,True,False,1.2919896640826873,91.2412785824503,5945.546975297514,7116.819729431124
84,21,Rural,Gold,88,3.5,Afternoon,Economy,146,598.9400399823005,False,False,False,1.3913734843967402,718.7280479787606,50310.96335851324,60373.15603021589
44,32,Suburban,Silver,51,4.2,Afternoon,Premium,168,563.1508995670627,False,True,False,0.7288146823030544,641.9920255064513,24778.639580950756,28247.64912228386
25,11,Urban,Silver,92,3.91,Night,Economy,115,310.1546162756803,True,True,False,0.41409925130855363,236.6751107472682,7753.865406892008,5916.877768681705
38,13,Urban,Gold,38,4.46,Evening,Premium,28,145.13756861567325,True,False,True,0.6294308619890016,201.16067010132315,5515.227607395584,7644.105463850279
85,25,Urban,Silver,21,4.03,Morning,Economy,73,323.5576857599395,True,True,True,1.4079374544490824,426.0284048401124,27502.403289594855,36212.414411409554
31,13,Suburban,Gold,87,4.04,Evening,Economy,11,31.5656761621252,False,False,True,0.5134830716226065,41.666692534005264,978.5359610258812,1291.6674685541632
67,6,Rural,Regular,25,4.45,Evening,Premium,31,144.46263762346956,False,False,True,1.1097859935069236,190.69068166297984,9678.99672077246,12776.27567141965
77,11,Rural,Silver,70,3.82,Night,Premium,63,252.4930471020809,False,True,False,1.2754256940303452,259.057866326735,19441.96462686023,19947.455707158595
32,11,Suburban,Silver,30,3.53,Afternoon,Premium,32,146.51277441611944,False,True,False,0.5300470416749486,167.02456283437616,4688.408781315822,5344.786010700037
71,30,Rural,Regular,60,4.83,Evening,Premium,156,501.801349985356,False,False,True,1.1760418737162923,662.37778198067,35627.895848960274,47028.82252062757
65,38,Urban,Regular,13,4.77,Morning,Premium,132,610.7325514755008,True,False,True,1.0766580534022394,846.4753163450442,39697.61584590755,55020.895562427875
64,29,Urban,Silver,66,3.79,Night,Premium,37,194.2623993646844,True,True,False,1.0600940833498973,209.27888283557448,12432.793559339802,13393.848501476767
48,38,Urban,Silver,45,4.17,Afternoon,Economy,87,318.2101259853132,True,True,False,0.795070562512423,380.8975208044199,15274.086047295033,18283.080998612157
76,42,Rural,Gold,95,3.93,Morning,Economy,180,512.6251102173163,False,False,True,1.258861723978003,676.6651454868576,38959.50837651604,51426.551057001176
76,53,Urban,Regular,77,3.67,Afternoon,Premium,179,555.8919187631545,True,False,False,1.258861723978003,700.4238176415747,42247.785825999745,53232.21014075968
71,14,Suburban,Silver,8,4.44,Night,Economy,76,242.1588607696964,False,True,False,1.1760418737162923,248.45499114970846,17193.279114648445,17640.3043716293
76,9,Urban,Silver,64,4.16,Evening,Economy,10,41.40499127744981,True,True,True,1.258861723978003,54.51795201501817,3146.7793370861855,4143.364353141381
51,14,Rural,Gold,16,3.51,Night,Premium,30,180.88655372559683,False,False,False,0.8447624726694494,195.35747802364457,9225.214240005438,9963.231379205874
88,38,Rural,Gold,29,3.73,Evening,Premium,167,537.8971058809161,False,False,True,1.4576293646061087,710.0241797628094,47334.945317520614,62482.12781912722
60,24,Rural,Gold,5,3.79,Afternoon,Premium,154,556.6629286327259,False,False,False,0.9938382031405287,667.995514359271,33399.77571796355,40079.730861556265
73,55,Rural,Regular,55,4.2,Afternoon,Economy,52,158.5563431447304,False,False,False,1.2091698138209765,190.26761177367646,11574.613049565318,13889.535659478383
23,10,Urban,Silver,80,3.88,Afternoon,Economy,22,59.4454065021933,True,True,False,0.38097131120386934,50.402274038047146,1367.2443495504458,1159.2523028750843
74,27,Suburban,Silver,51,3.75,Morning,Premium,111,334.1449975015087,False,True,True,1.2257337838733187,419.01782686689194,24726.729815111645,31007.319188150002
49,6,Suburban,Gold,18,4.41,Night,Premium,148,443.7750198288772,False,False,False,0.8116345325647651,479.27702141518733,21744.975971614982,23484.57404934418
31,8,Rural,Gold,7,3.57,Night,Economy,35,145.24203735141535,False,False,False,0.5134830716226065,156.8614003395286,4502.503157893876,4862.703410525386
57,46,Rural,Regular,42,4.39,Morning,Economy,56,210.6317666138125,False,False,True,0.9441462929835023,278.0339319302325,12006.010696987312,15847.934120023252
64,19,Suburban,Regular,35,4.02,Afternoon,Economy,39,152.22919256822726,False,False,False,1.0600940833498973,182.6750310818727,9742.668324366545,11691.201989239853
86,76,Suburban,Regular,84,4.99,Night,Economy,149,612.446726848697,False,False,False,1.4245014245014245,661.4424649965928,52670.41850898795,56884.051989706975
54,28,Suburban,Regular,73,3.56,Morning,Premium,51,250.28588237277447,False,False,True,0.8944543828264758,330.37736473206235,13515.43764812982,17840.377695531366
85,37,Rural,Gold,10,3.76,Night,Premium,61,309.08254473187293,False,False,False,1.4079374544490824,333.80914831042276,26272.0163022092,28373.777606385935
58,15,Rural,Regular,14,4.76,Night,Premium,12,94.1609176991503,False,False,False,0.9607102630358444,101.69379111508233,5461.333226550718,5898.239884674776
96,27,Rural,Gold,21,4.37,Night,Premium,57,243.93730652889337,False,False,False,1.590141125024846,263.45229105120484,23417.981426773764,25291.419940915664
58,31,Suburban,Silver,32,4.87,Evening,Premium,85,331.19305388667465,False,True,True,0.9607102630358444,415.31608957389,19209.19712542713,24088.33319528562
77,45,Suburban,Silver,88,4.16,Morning,Economy,151,595.2312211886215,False,True,True,1.2754256940303452,746.4199513705312,45832.804031523854,57474.3362555309
93,73,Rural,Regular,78,3.81,Night,Premium,106,465.962681649944,False,False,False,1.5404492148678195,503.2396961819395,43334.52939344479,46801.291744920374
44,11,Rural,Regular,56,3.83,Afternoon,Premium,18,104.75201005936664,False,False,False,0.7288146823030544,125.70241207123996,4609.088442612132,5530.906131134559
20,10,Rural,Regular,54,4.12,Morning,Premium,168,784.0551260339382,False,False,True,0.3312794010468429,733.0915428417322,15681.102520678764,14661.830856834644
70,40,Suburban,Regular,9,3.77,Evening,Economy,130,382.9299378688001,False,False,True,1.1594779036639502,505.4675179868162,26805.095650816005,35382.726259077135
42,12,Rural,Gold,92,4.5,Afternoon,Economy,123,319.2967130915861,False,False,False,0.6956867421983701,383.15605570990334,13410.461949846618,16092.55433981594
87,33,Rural,Regular,53,4.15,Evening,Economy,143,640.1373391067773,False,False,True,1.4410653945537666,844.9812876209461,55691.948502289626,73513.37202302231
70,43,Suburban,Gold,47,4.31,Morning,Economy,57,243.4933853851045,False,False,True,1.1594779036639502,321.41126870833796,17044.536976957315,22498.788809583657
61,15,Urban,Gold,29,4.49,Afternoon,Economy,32,135.005874109167,True,False,False,1.010402173192871,170.10740137755042,8235.358320659187,10376.551484030575
71,36,Suburban,Silver,69,4.37,Morning,Economy,110,392.9639432866157,False,True,True,1.1760418737162923,492.7767848814161,27900.439973349712,34987.151726580545
81,33,Suburban,Regular,41,4.93,Afternoon,Premium,162,617.2885000560723,False,False,False,1.3416815742397137,740.7462000672867,50000.36850454185,60000.44220545023
87,64,Rural,Silver,69,4.55,Evening,Premium,65,310.7883994951958,False,True,True,1.4410653945537666,389.7286529669755,27038.590756082034,33906.39280812687
85,65,Suburban,Regular,73,4.65,Afternoon,Premium,165,770.0708908209459,False,False,False,1.4079374544490824,924.0850689851351,65456.0257197804,78547.23086373648
91,65,Urban,Regular,40,3.58,Evening,Economy,141,373.50470759834695,True,False,True,1.5073212747631353,517.677524731309,33988.928391449575,47108.65475054912
83,57,Rural,Silver,80,4.6,Night,Premium,172,814.4195559447121,False,True,False,1.3748095143443981,835.5944643992746,67596.82314341111,69354.34054513978
64,10,Suburban,Gold,75,3.61,Morning,Premium,155,473.34669329802574,False,False,True,1.0600940833498973,624.817635153394,30294.188371073647,39988.32864981722
69,22,Rural,Silver,25,4.41,Night,Premium,74,266.76777889406367,False,True,False,1.142913933611608,273.7037411453093,18406.976743690393,18885.558139026343
37,12,Rural,Silver,15,3.73,Evening,Economy,142,369.36165888010754,False,True,True,0.6128668919366593,463.1795202356549,13666.38137856398,17137.642248719232
93,28,Urban,Silver,63,3.9,Evening,Economy,38,111.72394123957052,True,True,True,1.5404492148678195,147.10691343014253,10390.326535280059,13680.942949003254
66,49,Rural,Gold,42,4.56,Afternoon,Economy,124,429.94835612457183,False,False,False,1.0932220234545815,515.9380273494862,28376.591504221742,34051.90980506609
47,36,Rural,Silver,100,4.2,Morning,Economy,103,414.77830030238334,False,True,True,0.7785065924600808,520.1319885791887,19494.580114212018,24446.20346322187
71,30,Rural,Regular,45,4.16,Evening,Premium,53,227.1825700126456,False,False,True,1.1760418737162923,299.8809924166922,16129.962470897839,21291.550461585146
58,19,Urban,Silver,47,3.97,Evening,Economy,77,247.4420018201041,True,True,True,0.9607102630358444,325.8068837965311,14351.636105566038,18896.799260198804
100,18,Suburban,Silver,50,4.89,Morning,Premium,51,213.8232968736634,False,True,True,1.6563970052342145,268.13441427957395,21382.32968736634,26813.441427957394
94,28,Urban,Regular,59,4.45,Night,Economy,173,652.5878909594384,True,False,False,1.5570131849201616,740.0346683480032,61343.26175018721,69563.25882471229
49,6,Rural,Silver,23,4.65,Night,Premium,69,289.6463054085282,False,True,False,0.8116345325647651,297.1771093491499,14192.668965017881,14561.678358108344
42,7,Rural,Gold,90,3.67,Evening,Economy,32,123.762469326047,False,False,True,0.6956867421983701,163.36645951038204,5198.023711693974,6861.391299436046
79,63,Urban,Gold,56,4.66,Evening,Premium,70,292.5906288976858,True,False,True,1.3085536341350295,405.53061165219253,23114.65968291718,32036.91832052321
59,5,Rural,Gold,17,4.97,Evening,Premium,143,440.93951077757487,False,False,True,0.9772742330881866,582.0401542263988,26015.431135876916,34340.36909935753
54,7,Urban,Regular,91,3.75,Night,Economy,97,298.3226183929867,True,False,False,0.8944543828264758,338.29784925764693,16109.421393221282,18268.083859912935
60,6,Rural,Silver,65,4.76,Morning,Economy,168,629.2044295696749,False,True,True,0.9938382031405287,789.0223546803724,37752.265774180494,47341.341280822344
26,13,Suburban,Silver,4,3.63,Night,Premium,123,441.99619244539696,False,True,False,0.4306632213608958,321.2207328596922,11491.90100358032,8351.739054351998
90,10,Rural,Silver,59,4.44,Morning,Premium,147,691.5012905566776,False,True,True,1.4907573047107932,867.1426183580737,62235.116150100985,78042.83565222664
34,12,Suburban,Silver,38,4.18,Afternoon,Economy,24,106.94859059241988,False,True,False,0.563174981779633,121.92139327535865,3636.2520801422756,4145.327371362194
80,34,Suburban,Silver,84,3.8,Night,Economy,174,561.4385219871201,False,True,False,1.3251176041873716,576.0359235587852,44915.08175896961,46082.873884702814
21,7,Rural,Regular,58,4.31,Morning,Premium,75,328.45835687553256,False,False,True,0.34784337109918506,307.10856367862294,6897.625494386184,6449.2798372510815
97,71,Suburban,Silver,52,4.32,Evening,Economy,36,133.38738314122594,False,True,True,1.6067050950771882,167.26777845909731,12938.576164698916,16224.97451053244
64,7,Suburban,Regular,92,4.58,Evening,Premium,16,114.6992021313152,False,False,True,1.0600940833498973,151.4029468133361,7340.748936404173,9689.78859605351
47,34,Rural,Gold,16,4.38,Evening,Premium,46,237.14338896943252,False,False,True,0.7785065924600808,313.0292734396509,11145.739281563328,14712.375851663593
44,28,Rural,Gold,30,3.93,Evening,Premium,42,157.10657171647188,False,False,True,0.7288146823030544,207.38067466574287,6912.689155524762,9124.749685292687
21,9,Suburban,Gold,13,4.01,Evening,Economy,127,431.251597706785,False,False,True,0.34784337109918506,403.220243855844,9056.283551842485,8467.625120972723
57,37,Urban,Gold,59,3.92,Evening,Economy,159,585.8075881778408,True,False,True,0.9441462929835023,811.9293172144875,33391.03252613692,46279.97108122578
62,5,Rural,Silver,51,4.4,Afternoon,Economy,160,647.204374917644,False,True,False,1.026966143245213,737.8129874061142,40126.67124489393,45744.40521917908
25,6,Urban,Gold,60,3.91,Evening,Premium,145,559.578839787104,True,False,True,0.41409925130855363,549.3665259609895,13989.4709946776,13734.163149024738
92,33,Suburban,Silver,70,3.69,Evening,Premium,46,173.1505322724627,False,True,True,1.5238852448154774,217.13076746966823,15929.848969066568,19976.030607209475
38,7,Rural,Gold,46,3.79,Night,Economy,78,198.1704675081237,False,False,False,0.6294308619890016,214.0241049087736,7530.4777653087,8132.915986533397
99,31,Urban,Silver,0,3.54,Morning,Economy,50,192.7088692483722,True,True,True,1.6398330351818724,253.7397681393317,19078.178055588847,25120.237045793838
35,7,Rural,Regular,65,4.19,Night,Economy,65,165.0758241756551,False,False,False,0.5797389518319751,178.2818901097075,5777.653846147929,6239.866153839762
30,13,Urban,Gold,53,3.68,Night,Premium,124,379.4680328899806,True,False,False,0.49691910157026437,304.8076974188769,11384.040986699418,9144.230922566307
28,6,Urban,Gold,53,4.48,Night,Premium,148,461.10955384851616,True,False,False,0.4637911614655801,370.3862491288206,12911.067507758453,10370.814975606978
59,47,Rural,Silver,73,3.54,Night,Economy,75,234.5672445982206,False,True,False,0.9772742330881866,240.66599295777434,13839.467431295016,14199.293584508685
24,13,Urban,Silver,50,4.26,Night,Premium,141,540.0620306756346,True,True,False,0.3975352812562115,412.1145848331933,12961.48873621523,9890.75003599664
21,6,Suburban,Regular,15,3.81,Evening,Premium,80,318.8415033130425,False,False,True,0.34784337109918506,298.11680559769474,6695.671569573892,6260.452917551589
84,54,Suburban,Silver,59,4.98,Afternoon,Premium,43,196.31514152174805,False,True,False,1.3913734843967402,223.79926133479276,16490.471887826836,18799.137952122594
100,50,Urban,Silver,83,4.91,Morning,Premium,173,622.4914304114809,True,True,True,1.6563970052342145,819.634466422797,62249.14304114809,81963.4466422797
30,11,Urban,Silver,99,4.96,Evening,Economy,83,349.6745279402746,True,True,True,0.49691910157026437,326.12831941509637,10490.235838208237,9783.84958245289
45,35,Rural,Regular,0,4.58,Afternoon,Premium,41,206.1473318707726,False,False,False,0.7453786523553966,247.3767982449271,9276.629934184768,11131.95592102172
53,35,Urban,Gold,35,3.92,Afternoon,Premium,166,635.9330544824535,True,False,False,0.8778904127741337,801.2756486478914,33704.45188757004,42467.609378338246
65,41,Rural,Gold,51,3.57,Night,Premium,48,251.1121418065252,False,False,False,1.0766580534022394,271.2011131510472,16322.289217424137,17628.07235481807
93,6,Rural,Silver,85,4.47,Night,Economy,107,324.098767437868,False,True,False,1.5404492148678195,332.52533539125255,30141.185371721724,30924.856191386487
28,5,Rural,Regular,69,4.49,Morning,Premium,132,425.4887347951667,False,False,True,0.4637911614655801,397.8319670334809,11913.684574264667,11139.295076937466
38,8,Urban,Silver,78,3.57,Night,Economy,114,470.2690237026412,True,True,False,0.6294308619890016,506.6208192348554,17870.222900700366,19251.591130924506
25,6,Urban,Regular,69,4.45,Evening,Premium,94,398.051725971793,True,False,True,0.41409925130855363,390.7872819728079,9951.293149294825,9769.682049320198
76,23,Rural,Regular,64,3.57,Night,Premium,115,564.9317250247195,False,False,False,1.258861723978003,610.1262630266971,42934.81110187869,46369.595990028974
22,7,Suburban,Gold,73,4.91,Morning,Premium,73,238.31899146487595,False,False,True,0.3644073411515272,222.82825701965905,5243.017812227271,4902.221654432499
40,5,Rural,Silver,17,4.55,Afternoon,Economy,72,184.9552256292673,False,True,False,0.6625588020936858,210.8489572173647,7398.209025170691,8433.958288694588
89,16,Suburban,Regular,27,4.86,Afternoon,Economy,161,624.305615960136,False,False,False,1.474193334658451,749.1667391521632,55563.19982045211,66675.83978454254
31,21,Suburban,Silver,77,4.83,Afternoon,Economy,107,389.3845083155804,False,True,False,0.5134830716226065,443.89833947976155,12070.919757782991,13760.848523872608
92,45,Rural,Silver,59,4.23,Morning,Premium,121,574.8939389332888,False,True,True,1.5238852448154774,720.9169994223442,52890.242381862576,66324.36394685566
58,32,Urban,Gold,92,4.59,Afternoon,Premium,111,517.9444619823878,True,False,False,0.9607102630358444,652.6100220978086,30040.77879497849,37851.3812816729
58,20,Rural,Silver,42,3.51,Evening,Economy,125,527.1792011771714,False,True,True,0.9607102630358444,661.082718276173,30576.39366827594,38342.797660018034
36,7,Suburban,Regular,26,4.35,Morning,Economy,59,201.49683080394212,False,False,True,0.5963029218843172,265.9758166612036,7253.885908941917,9575.12939980333
66,40,Rural,Regular,93,4.86,Evening,Economy,153,627.0167510146084,False,False,True,1.0932220234545815,827.6621113392831,41383.10556696416,54625.699348392685
76,54,Urban,Regular,58,4.05,Evening,Economy,74,218.6251778894482,True,False,True,1.258861723978003,303.0144965547752,16615.513519598062,23029.101738162914
55,23,Urban,Gold,46,4.58,Afternoon,Premium,150,654.676536309137,True,False,False,0.911018352878818,824.8924357495125,36007.209497002535,45369.08396622319
21,8,Urban,Regular,57,4.78,Night,Premium,84,293.5602166445157,True,False,False,0.34784337109918506,235.80224401970722,6164.76454953483,4951.847124413852
61,45,Rural,Gold,42,4.25,Afternoon,Economy,102,421.98526198279467,False,False,False,1.010402173192871,506.3823143793536,25741.100980950476,30889.32117714057
72,62,Suburban,Regular,48,3.82,Evening,Economy,126,553.7408048680613,False,False,True,1.1926058437686344,730.937862425841,39869.33795050041,52627.52609466055
65,18,Rural,Gold,65,4.01,Morning,Economy,111,330.62430999065225,False,False,True,1.0766580534022394,436.424089187661,21490.580149392397,28367.565797197967
20,8,Rural,Silver,27,4.99,Morning,Economy,83,261.4451502998812,False,True,True,0.3312794010468429,232.2286547538695,5228.903005997625,4644.5730950773905
22,7,Suburban,Silver,16,4.1,Night,Economy,147,520.0637873298249,False,True,False,0.3644073411515272,377.9563574419502,11441.403321256148,8315.039863722905
72,49,Suburban,Gold,15,4.34,Night,Premium,19,117.63327810103034,False,False,False,1.1926058437686344,127.04394034911276,8469.596023274185,9147.16370513612
42,30,Urban,Regular,26,4.79,Afternoon,Economy,138,493.0149508584995,True,False,False,0.6956867421983701,621.1988380817094,20706.62793605698,26090.351199431792
100,54,Suburban,Regular,91,4.59,Night,Premium,61,203.1132957396489,False,False,False,1.6563970052342145,219.36235939882081,20311.32957396489,21936.23593988208
87,32,Suburban,Silver,38,4.76,Afternoon,Economy,114,421.7762985074602,False,True,False,1.4410653945537666,480.82498029850456,36694.53797014904,41831.773285969895
36,8,Urban,Gold,47,4.07,Afternoon,Economy,77,305.0088858607341,True,False,False,0.5963029218843172,384.311196184525,10980.319890986428,13835.2030626429
70,38,Urban,Silver,99,4.19,Morning,Economy,76,317.77188818101894,True,True,True,1.1594779036639502,418.41024516794766,22244.032172671326,29288.717161756336
41,7,Urban,Gold,4,4.15,Night,Economy,83,364.9140560714328,True,False,False,0.679122772146028,413.8125395850048,14961.476298928745,16966.314122985197
59,40,Rural,Gold,64,4.72,Night,Economy,157,398.3194964103068,False,False,False,0.9772742330881866,430.1850561231313,23500.8502882081,25380.918311264744
33,14,Urban,Regular,38,4.89,Morning,Economy,127,461.3060120664082,True,False,True,0.5466110117272908,639.3701327240418,15223.09839819147,21099.21437989338
