number_of_riders,number_of_drivers,location_category,customer_loyalty_status,number_of_past_rides,average_ratings,time_of_booking,vehicle_type,expected_ride_duration,historical_cost_of_ride,Predicted_XGB_Tuned,Predicted_LGB_Tuned,Static_Revenue,Dynamic_Revenue_XGB,Dynamic_Revenue_LGB
48,38,Suburban,Silver,64,4.97,Night,Premium,152,701.4695729515377,651.0466,675.9128969006856,701.4695729515377,651.0466,675.9128969006856
53,35,Suburban,Regular,1,3.67,Morning,Premium,88,392.0078846224547,379.7337,380.591296533519,392.0078846224547,379.7337,380.591296533519
31,12,Suburban,Gold,34,4.7,Night,Economy,105,331.8375249153692,375.49847,368.09031903382794,331.8375249153692,375.49847,368.09031903382794
56,34,Suburban,Silver,1,4.56,Afternoon,Economy,121,307.5259290756184,386.6205,365.48501351987466,307.5259290756184,386.6205,365.48501351987466
48,35,Rural,Gold,47,4.26,Morning,Economy,26,68.27174499943663,96.3841,80.43559169925364,68.27174499943663,96.3841,80.43559169925364
93,66,Suburban,Silver,22,3.91,Night,Economy,180,765.4397485645513,687.38873,695.9786818607025,765.4397485645513,687.38873,695.9786818607025
49,18,Rural,Silver,62,4.92,Afternoon,Economy,62,168.36628924698925,205.03473,165.85606703383985,168.36628924698925,205.03473,165.85606703383985
72,33,Rural,Gold,63,4.25,Evening,Economy,132,351.7736189685264,465.18994,409.3752786769471,351.7736189685264,465.18994,409.3752786769471
62,11,Suburban,Gold,37,4.23,Morning,Premium,71,363.3457529659053,297.29938,332.74936748016086,363.3457529659053,297.29938,332.74936748016086
39,15,Suburban,Regular,53,4.6,Evening,Premium,38,201.7146762833217,180.18208,187.7027946369952,201.7146762833217,180.18208,187.7027946369952
67,56,Urban,Gold,49,4.22,Afternoon,Premium,23,121.43999901863724,125.95141,121.36186590872424,121.43999901863724,125.95141,121.36186590872424
88,15,Urban,Regular,39,4.51,Afternoon,Economy,137,598.7750233051204,495.62646,535.7442638336391,598.7750233051204,495.62646,535.7442638336391
29,16,Urban,Silver,75,4.11,Morning,Premium,80,371.1242881043308,325.91806,340.6779084086398,371.1242881043308,325.91806,340.6779084086398
100,24,Urban,Silver,88,4.49,Night,Economy,56,173.66696747925593,183.76596,168.07909871573307,173.66696747925593,183.76596,168.07909871573307
98,43,Suburban,Gold,62,4.98,Morning,Economy,130,538.5185280064754,505.40338,512.2034793942976,538.5185280064754,505.40338,512.2034793942976
35,10,Rural,Gold,40,3.54,Night,Economy,75,281.9625670059949,268.05783,274.8197536511292,281.9625670059949,268.05783,274.8197536511292
58,14,Rural,Gold,10,3.77,Morning,Economy,95,258.01445968829404,329.73587,300.62797751488114,258.01445968829404,329.73587,300.62797751488114
22,7,Urban,Gold,53,4.43,Morning,Premium,98,476.2019961536034,410.74936,449.64534751971223,476.2019961536034,410.74936,449.64534751971223
84,37,Suburban,Regular,94,3.83,Night,Economy,28,124.64550323605349,123.81128,122.47694438311483,124.64550323605349,123.81128,122.47694438311483
91,14,Suburban,Silver,19,4.78,Night,Premium,19,111.11271494112724,126.27511,140.04637253140822,111.11271494112724,126.27511,140.04637253140822
56,29,Urban,Gold,67,4.49,Afternoon,Economy,125,421.8171879075184,465.68152,447.2119277297232,421.8171879075184,465.68152,447.2119277297232
97,21,Rural,Regular,36,3.72,Evening,Premium,23,134.0510144913575,130.70927,120.90479808033942,134.0510144913575,130.70927,120.90479808033942
57,47,Urban,Gold,26,3.8,Morning,Economy,30,132.4032477391118,115.432884,119.66712901733904,132.4032477391118,115.432884,119.66712901733904
94,27,Suburban,Silver,100,3.6,Night,Premium,172,547.9814624298182,625.4319,602.9769208772642,547.9814624298182,625.4319,602.9769208772642
84,6,Suburban,Gold,24,3.74,Morning,Economy,68,281.96824577029594,253.98247,263.4742824647674,281.96824577029594,253.98247,263.4742824647674
40,11,Rural,Silver,1,4.24,Night,Premium,35,182.46632143825187,186.28487,178.98790232082916,182.46632143825187,186.28487,178.98790232082916
65,36,Suburban,Silver,20,4.39,Night,Premium,87,313.7742265682814,346.77496,338.0498235094696,313.7742265682814,346.77496,338.0498235094696
35,22,Urban,Silver,28,4.88,Afternoon,Premium,116,422.8866610257602,444.8097,433.93933552761877,422.8866610257602,444.8097,433.93933552761877
40,30,Urban,Regular,67,4.03,Evening,Premium,143,529.6967147126813,510.984,533.6446164719235,529.6967147126813,510.984,533.6446164719235
61,45,Urban,Silver,6,4.99,Evening,Economy,10,25.993449448411635,43.678364,40.232451033448875,25.993449448411635,43.678364,40.232451033448875
50,14,Urban,Gold,98,3.52,Night,Premium,109,351.5699575243088,392.95486,378.570815900403,351.5699575243088,392.95486,378.570815900403
98,25,Suburban,Silver,30,4.76,Afternoon,Economy,60,154.68715967826247,200.17238,182.2770842066103,154.68715967826247,200.17238,182.2770842066103
54,37,Suburban,Regular,41,4.69,Afternoon,Premium,16,106.59208227583191,109.3166,109.26938203625713,106.59208227583191,109.3166,109.26938203625713
37,13,Rural,Regular,31,4.66,Afternoon,Economy,35,132.1665679180113,136.38518,130.62048854970217,132.1665679180113,136.38518,130.62048854970217
78,41,Urban,Silver,12,4.99,Afternoon,Economy,22,76.224961221763,71.87956,75.42125747755819,76.224961221763,71.87956,75.42125747755819
84,21,Rural,Gold,88,3.5,Afternoon,Economy,146,598.9400399823005,543.0224,577.5263678082579,598.9400399823005,543.0224,577.5263678082579
44,32,Suburban,Silver,51,4.2,Afternoon,Premium,168,563.1508995670627,617.4402,621.5829603857977,563.1508995670627,617.4402,621.5829603857977
25,11,Urban,Silver,92,3.91,Night,Economy,115,310.1546162756803,362.30023,345.32178939919623,310.1546162756803,362.30023,345.32178939919623
38,13,Urban,Gold,38,4.46,Evening,Premium,28,145.13756861567325,147.26122,152.2086177443175,145.13756861567325,147.26122,152.2086177443175
85,25,Urban,Silver,21,4.03,Morning,Economy,73,323.5576857599395,277.57635,308.5026829647492,323.5576857599395,277.57635,308.5026829647492
31,13,Suburban,Gold,87,4.04,Evening,Economy,11,31.5656761621252,69.96254,55.25643308193777,31.5656761621252,69.96254,55.25643308193777
67,6,Rural,Regular,25,4.45,Evening,Premium,31,144.46263762346956,145.78168,138.55919428234947,144.46263762346956,145.78168,138.55919428234947
77,11,Rural,Silver,70,3.82,Night,Premium,63,252.4930471020809,248.88477,264.4764422224175,252.4930471020809,248.88477,264.4764422224175
32,11,Suburban,Silver,30,3.53,Afternoon,Premium,32,146.51277441611944,163.10919,162.48967101905845,146.51277441611944,163.10919,162.48967101905845
71,30,Rural,Regular,60,4.83,Evening,Premium,156,501.801349985356,613.99084,626.2811875028086,501.801349985356,613.99084,626.2811875028086
65,38,Urban,Regular,13,4.77,Morning,Premium,132,610.7325514755008,514.21466,547.6094338528065,610.7325514755008,514.21466,547.6094338528065
64,29,Urban,Silver,66,3.79,Night,Premium,37,194.2623993646844,184.4873,170.34559264548963,194.2623993646844,184.4873,170.34559264548963
48,38,Urban,Silver,45,4.17,Afternoon,Economy,87,318.2101259853132,301.05844,322.45311379618545,318.2101259853132,301.05844,322.45311379618545
76,42,Rural,Gold,95,3.93,Morning,Economy,180,512.6251102173163,568.58514,557.3127635083358,512.6251102173163,568.58514,557.3127635083358
76,53,Urban,Regular,77,3.67,Afternoon,Premium,179,555.8919187631545,636.6513,621.818422867581,555.8919187631545,636.6513,621.818422867581
71,14,Suburban,Silver,8,4.44,Night,Economy,76,242.1588607696964,264.67197,271.6446828431788,242.1588607696964,264.67197,271.6446828431788
76,9,Urban,Silver,64,4.16,Evening,Economy,10,41.40499127744981,42.547325,35.75730035371765,41.40499127744981,42.547325,35.75730035371765
51,14,Rural,Gold,16,3.51,Night,Premium,30,180.88655372559683,174.45694,176.35288622373986,180.88655372559683,174.45694,176.35288622373986
88,38,Rural,Gold,29,3.73,Evening,Premium,167,537.8971058809161,572.5079,537.0790949086784,537.8971058809161,572.5079,537.0790949086784
60,24,Rural,Gold,5,3.79,Afternoon,Premium,154,556.6629286327259,565.45,580.1883299619321,556.6629286327259,565.45,580.1883299619321
73,55,Rural,Regular,55,4.2,Afternoon,Economy,52,158.5563431447304,174.76262,167.1333413950166,158.5563431447304,174.76262,167.1333413950166
23,10,Urban,Silver,80,3.88,Afternoon,Economy,22,59.4454065021933,69.44665,57.73577368595329,59.4454065021933,69.44665,57.73577368595329
74,27,Suburban,Silver,51,3.75,Morning,Premium,111,334.1449975015087,407.31476,376.616093178804,334.1449975015087,407.31476,376.616093178804
49,6,Suburban,Gold,18,4.41,Night,Premium,148,443.7750198288772,507.94907,471.78672475698625,443.7750198288772,507.94907,471.78672475698625
31,8,Rural,Gold,7,3.57,Night,Economy,35,145.24203735141535,122.03366,101.40888397348772,145.24203735141535,122.03366,101.40888397348772
57,46,Rural,Regular,42,4.39,Morning,Economy,56,210.6317666138125,194.35533,198.34922938819045,210.6317666138125,194.35533,198.34922938819045
64,19,Suburban,Regular,35,4.02,Afternoon,Economy,39,152.22919256822726,144.86444,156.49082760301778,152.22919256822726,144.86444,156.49082760301778
86,76,Suburban,Regular,84,4.99,Night,Economy,149,612.446726848697,602.5174,627.6277181648603,612.446726848697,602.5174,627.6277181648603
54,28,Suburban,Regular,73,3.56,Morning,Premium,51,250.28588237277447,220.13992,218.31063333808694,250.28588237277447,220.13992,218.31063333808694
85,37,Rural,Gold,10,3.76,Night,Premium,61,309.08254473187293,264.863,279.03246529224214,309.08254473187293,264.863,279.03246529224214
58,15,Rural,Regular,14,4.76,Night,Premium,12,94.1609176991503,100.99573,83.40837197850509,94.1609176991503,100.99573,83.40837197850509
96,27,Rural,Gold,21,4.37,Night,Premium,57,243.93730652889337,249.99959,241.28041971671308,243.93730652889337,249.99959,241.28041971671308
58,31,Suburban,Silver,32,4.87,Evening,Premium,85,331.19305388667465,342.5815,341.2410359673995,331.19305388667465,342.5815,341.2410359673995
77,45,Suburban,Silver,88,4.16,Morning,Economy,151,595.2312211886215,547.2297,526.6341982002932,595.2312211886215,547.2297,526.6341982002932
93,73,Rural,Regular,78,3.81,Night,Premium,106,465.962681649944,442.16602,442.575648841607,465.962681649944,442.16602,442.575648841607
44,11,Rural,Regular,56,3.83,Afternoon,Premium,18,104.75201005936664,114.78398,129.36286507028132,104.75201005936664,114.78398,129.36286507028132
20,10,Rural,Regular,54,4.12,Morning,Premium,168,784.0551260339382,680.47925,706.929102695892,784.0551260339382,680.47925,706.929102695892
70,40,Suburban,Regular,9,3.77,Evening,Economy,130,382.9299378688001,438.11295,430.17946138787636,382.9299378688001,438.11295,430.17946138787636
42,12,Rural,Gold,92,4.5,Afternoon,Economy,123,319.2967130915861,388.43637,364.03046419280645,319.2967130915861,388.43637,364.03046419280645
87,33,Rural,Regular,53,4.15,Evening,Economy,143,640.1373391067773,497.87878,557.7553565410849,640.1373391067773,497.87878,557.7553565410849
70,43,Suburban,Gold,47,4.31,Morning,Economy,57,243.4933853851045,214.70683,237.1126022825933,243.4933853851045,214.70683,237.1126022825933
61,15,Urban,Gold,29,4.49,Afternoon,Economy,32,135.005874109167,124.10342,129.94693279010684,135.005874109167,124.10342,129.94693279010684
71,36,Suburban,Silver,69,4.37,Morning,Economy,110,392.9639432866157,380.8957,379.4293899357903,392.9639432866157,380.8957,379.4293899357903
81,33,Suburban,Regular,41,4.93,Afternoon,Premium,162,617.2885000560723,616.3924,619.2525734754903,617.2885000560723,616.3924,619.2525734754903
87,64,Rural,Silver,69,4.55,Evening,Premium,65,310.7883994951958,292.9346,297.2213893379414,310.7883994951958,292.9346,297.2213893379414
85,65,Suburban,Regular,73,4.65,Afternoon,Premium,165,770.0708908209459,710.53613,743.4584978047784,770.0708908209459,710.53613,743.4584978047784
91,65,Urban,Regular,40,3.58,Evening,Economy,141,373.50470759834695,477.194,477.520877796661,373.50470759834695,477.194,477.520877796661
83,57,Rural,Silver,80,4.6,Night,Premium,172,814.4195559447121,748.5058,772.0965886891942,814.4195559447121,748.5058,772.0965886891942
64,10,Suburban,Gold,75,3.61,Morning,Premium,155,473.34669329802574,540.9718,511.17729177816443,473.34669329802574,540.9718,511.17729177816443
69,22,Rural,Silver,25,4.41,Night,Premium,74,266.76777889406367,298.62222,283.3186010832562,266.76777889406367,298.62222,283.3186010832562
37,12,Rural,Silver,15,3.73,Evening,Economy,142,369.36165888010754,428.61664,386.2343191034959,369.36165888010754,428.61664,386.2343191034959
93,28,Urban,Silver,63,3.9,Evening,Economy,38,111.72394123957052,142.42891,109.76368946999321,111.72394123957052,142.42891,109.76368946999321
66,49,Rural,Gold,42,4.56,Afternoon,Economy,124,429.94835612457183,433.55582,406.1200382116376,429.94835612457183,433.55582,406.1200382116376
47,36,Rural,Silver,100,4.2,Morning,Economy,103,414.77830030238334,372.88895,396.671101559939,414.77830030238334,372.88895,396.671101559939
71,30,Rural,Regular,45,4.16,Evening,Premium,53,227.1825700126456,222.89047,230.2893281084749,227.1825700126456,222.89047,230.2893281084749
58,19,Urban,Silver,47,3.97,Evening,Economy,77,247.4420018201041,255.1568,245.35371292820295,247.4420018201041,255.1568,245.35371292820295
100,18,Suburban,Silver,50,4.89,Morning,Premium,51,213.8232968736634,218.09445,185.31220822891825,213.8232968736634,218.09445,185.31220822891825
94,28,Urban,Regular,59,4.45,Night,Economy,173,652.5878909594384,684.76764,693.2174919011815,652.5878909594384,684.76764,693.2174919011815
49,6,Rural,Silver,23,4.65,Night,Premium,69,289.6463054085282,274.036,268.12528755772524,289.6463054085282,274.036,268.12528755772524
42,7,Rural,Gold,90,3.67,Evening,Economy,32,123.762469326047,115.09887,115.84241471613782,123.762469326047,115.09887,115.84241471613782
79,63,Urban,Gold,56,4.66,Evening,Premium,70,292.5906288976858,288.03223,294.477439652921,292.5906288976858,288.03223,294.477439652921
59,5,Rural,Gold,17,4.97,Evening,Premium,143,440.93951077757487,456.50778,435.52929801392924,440.93951077757487,456.50778,435.52929801392924
54,7,Urban,Regular,91,3.75,Night,Economy,97,298.3226183929867,316.6521,313.7496733168973,298.3226183929867,316.6521,313.7496733168973
60,6,Rural,Silver,65,4.76,Morning,Economy,168,629.2044295696749,604.7392,626.2060342377663,629.2044295696749,604.7392,626.2060342377663
26,13,Suburban,Silver,4,3.63,Night,Premium,123,441.99619244539696,431.29074,432.27665073078464,441.99619244539696,431.29074,432.27665073078464
90,10,Rural,Silver,59,4.44,Morning,Premium,147,691.5012905566776,575.97864,634.3597358270348,691.5012905566776,575.97864,634.3597358270348
34,12,Suburban,Silver,38,4.18,Afternoon,Economy,24,106.94859059241988,100.05542,103.43908390306116,106.94859059241988,100.05542,103.43908390306116
80,34,Suburban,Silver,84,3.8,Night,Economy,174,561.4385219871201,647.3136,615.3238504660417,561.4385219871201,647.3136,615.3238504660417
21,7,Rural,Regular,58,4.31,Morning,Premium,75,328.45835687553256,326.40884,327.58971632901984,328.45835687553256,326.40884,327.58971632901984
97,71,Suburban,Silver,52,4.32,Evening,Economy,36,133.38738314122594,130.00333,131.99563168992006,133.38738314122594,130.00333,131.99563168992006
64,7,Suburban,Regular,92,4.58,Evening,Premium,16,114.6992021313152,102.838875,111.52178879596254,114.6992021313152,102.838875,111.52178879596254
47,34,Rural,Gold,16,4.38,Evening,Premium,46,237.14338896943252,221.02385,213.54317253347097,237.14338896943252,221.02385,213.54317253347097
44,28,Rural,Gold,30,3.93,Evening,Premium,42,157.10657171647188,202.63162,194.44073813514635,157.10657171647188,202.63162,194.44073813514635
21,9,Suburban,Gold,13,4.01,Evening,Economy,127,431.251597706785,418.1356,419.8942955580938,431.251597706785,418.1356,419.8942955580938
57,37,Urban,Gold,59,3.92,Evening,Economy,159,585.8075881778408,574.2519,569.5087045186341,585.8075881778408,574.2519,569.5087045186341
62,5,Rural,Silver,51,4.4,Afternoon,Economy,160,647.204374917644,560.38916,602.2453449178718,647.204374917644,560.38916,602.2453449178718
25,6,Urban,Gold,60,3.91,Evening,Premium,145,559.578839787104,516.6091,536.0716167896791,559.578839787104,516.6091,536.0716167896791
92,33,Suburban,Silver,70,3.69,Evening,Premium,46,173.1505322724627,213.86502,202.3999334215957,173.1505322724627,213.86502,202.3999334215957
38,7,Rural,Gold,46,3.79,Night,Economy,78,198.1704675081237,262.35278,236.89464198610204,198.1704675081237,262.35278,236.89464198610204
99,31,Urban,Silver,0,3.54,Morning,Economy,50,192.7088692483722,186.1966,158.75199263088317,192.7088692483722,186.1966,158.75199263088317
35,7,Rural,Regular,65,4.19,Night,Economy,65,165.0758241756551,208.36961,180.95240606018442,165.0758241756551,208.36961,180.95240606018442
30,13,Urban,Gold,53,3.68,Night,Premium,124,379.4680328899806,436.15613,405.7044581437124,379.4680328899806,436.15613,405.7044581437124
28,6,Urban,Gold,53,4.48,Night,Premium,148,461.10955384851616,536.8534,522.9518148256335,461.10955384851616,536.8534,522.9518148256335
59,47,Rural,Silver,73,3.54,Night,Economy,75,234.5672445982206,256.825,243.90527151825233,234.5672445982206,256.825,243.90527151825233
24,13,Urban,Silver,50,4.26,Night,Premium,141,540.0620306756346,492.56998,507.81968788622817,540.0620306756346,492.56998,507.81968788622817
21,6,Suburban,Regular,15,3.81,Evening,Premium,80,318.8415033130425,317.13824,312.73004636048546,318.8415033130425,317.13824,312.73004636048546
84,54,Suburban,Silver,59,4.98,Afternoon,Premium,43,196.31514152174805,237.06487,213.32143790124292,196.31514152174805,237.06487,213.32143790124292
100,50,Urban,Silver,83,4.91,Morning,Premium,173,622.4914304114809,615.59,651.4213376107364,622.4914304114809,615.59,651.4213376107364
30,11,Urban,Silver,99,4.96,Evening,Economy,83,349.6745279402746,316.99817,313.27034126336684,349.6745279402746,316.99817,313.27034126336684
45,35,Rural,Regular,0,4.58,Afternoon,Premium,41,206.1473318707726,195.61426,189.46997981024973,206.1473318707726,195.61426,189.46997981024973
53,35,Urban,Gold,35,3.92,Afternoon,Premium,166,635.9330544824535,589.0035,612.780085493864,635.9330544824535,589.0035,612.780085493864
65,41,Rural,Gold,51,3.57,Night,Premium,48,251.1121418065252,237.52434,246.9230481289184,251.1121418065252,237.52434,246.9230481289184
93,6,Rural,Silver,85,4.47,Night,Economy,107,324.098767437868,358.04782,339.4857294617133,324.098767437868,358.04782,339.4857294617133
28,5,Rural,Regular,69,4.49,Morning,Premium,132,425.4887347951667,482.19907,463.0338685183058,425.4887347951667,482.19907,463.0338685183058
38,8,Urban,Silver,78,3.57,Night,Economy,114,470.2690237026412,336.86847,336.3549905332013,470.2690237026412,336.86847,336.3549905332013
25,6,Urban,Regular,69,4.45,Evening,Premium,94,398.051725971793,379.60748,380.0625240751074,398.051725971793,379.60748,380.0625240751074
76,23,Rural,Regular,64,3.57,Night,Premium,115,564.9317250247195,451.2071,503.71197191051135,564.9317250247195,451.2071,503.71197191051135
22,7,Suburban,Gold,73,4.91,Morning,Premium,73,238.31899146487595,271.09204,263.5325735903609,238.31899146487595,271.09204,263.5325735903609
40,5,Rural,Silver,17,4.55,Afternoon,Economy,72,184.9552256292673,245.2936,220.03494902505827,184.9552256292673,245.2936,220.03494902505827
89,16,Suburban,Regular,27,4.86,Afternoon,Economy,161,624.305615960136,583.0937,599.1748598464627,624.305615960136,583.0937,599.1748598464627
31,21,Suburban,Silver,77,4.83,Afternoon,Economy,107,389.3845083155804,405.9062,405.73735695364826,389.3845083155804,405.9062,405.73735695364826
92,45,Rural,Silver,59,4.23,Morning,Premium,121,574.8939389332888,451.99524,473.68573503811984,574.8939389332888,451.99524,473.68573503811984
58,32,Urban,Gold,92,4.59,Afternoon,Premium,111,517.9444619823878,425.39337,442.1146591391103,517.9444619823878,425.39337,442.1146591391103
58,20,Rural,Silver,42,3.51,Evening,Economy,125,527.1792011771714,473.84488,504.5190809632964,527.1792011771714,473.84488,504.5190809632964
36,7,Suburban,Regular,26,4.35,Morning,Economy,59,201.49683080394212,210.95972,211.58904747400328,201.49683080394212,210.95972,211.58904747400328
66,40,Rural,Regular,93,4.86,Evening,Economy,153,627.0167510146084,599.98975,599.6812660571468,627.0167510146084,599.98975,599.6812660571468
76,54,Urban,Regular,58,4.05,Evening,Economy,74,218.6251778894482,246.05833,220.91436478054302,218.6251778894482,246.05833,220.91436478054302
55,23,Urban,Gold,46,4.58,Afternoon,Premium,150,654.676536309137,603.9142,614.7469775101061,654.676536309137,603.9142,614.7469775101061
21,8,Urban,Regular,57,4.78,Night,Premium,84,293.5602166445157,324.33804,315.4454874502054,293.5602166445157,324.33804,315.4454874502054
61,45,Rural,Gold,42,4.25,Afternoon,Economy,102,421.98526198279467,363.97064,376.9981705504024,421.98526198279467,363.97064,376.9981705504024
72,62,Suburban,Regular,48,3.82,Evening,Economy,126,553.7408048680613,500.4271,511.0471807491327,553.7408048680613,500.4271,511.0471807491327
65,18,Rural,Gold,65,4.01,Morning,Economy,111,330.62430999065225,359.01642,329.50327745448635,330.62430999065225,359.01642,329.50327745448635
20,8,Rural,Silver,27,4.99,Morning,Economy,83,261.4451502998812,288.11252,294.31272729826946,261.4451502998812,288.11252,294.31272729826946
22,7,Suburban,Silver,16,4.1,Night,Economy,147,520.0637873298249,510.6112,520.9544838820839,520.0637873298249,510.6112,520.9544838820839
72,49,Suburban,Gold,15,4.34,Night,Premium,19,117.63327810103034,121.002464,122.2157228295107,117.63327810103034,121.002464,122.2157228295107
42,30,Urban,Regular,26,4.79,Afternoon,Economy,138,493.0149508584995,498.19058,475.82344372453514,493.0149508584995,498.19058,475.82344372453514
100,54,Suburban,Regular,91,4.59,Night,Premium,61,203.1132957396489,245.1197,227.0738731716191,203.1132957396489,245.1197,227.0738731716191
87,32,Suburban,Silver,38,4.76,Afternoon,Economy,114,421.7762985074602,400.2283,406.8782374033926,421.7762985074602,400.2283,406.8782374033926
36,8,Urban,Gold,47,4.07,Afternoon,Economy,77,305.0088858607341,257.93518,269.7204152964074,305.0088858607341,257.93518,269.7204152964074
70,38,Urban,Silver,99,4.19,Morning,Economy,76,317.77188818101894,288.35803,304.6134220973577,317.77188818101894,288.35803,304.6134220973577
41,7,Urban,Gold,4,4.15,Night,Economy,83,364.9140560714328,291.328,319.200027018975,364.9140560714328,291.328,319.200027018975
59,40,Rural,Gold,64,4.72,Night,Economy,157,398.3194964103068,617.9793,644.1498142451438,398.3194964103068,617.9793,644.1498142451438
33,14,Urban,Regular,38,4.89,Morning,Economy,127,461.3060120664082,458.871,440.006963334364,461.3060120664082,458.871,440.006963334364
70,26,Urban,Silver,15,3.67,Night,Premium,70,358.2348071386952,320.63153,349.7242306344808,358.2348071386952,320.63153,349.7242306344808
45,7,Rural,Regular,87,4.35,Evening,Economy,74,224.3071067625652,251.06589,239.3717005673827,224.3071067625652,251.06589,239.3717005673827
98,71,Suburban,Regular,83,4.55,Morning,Economy,139,558.3815496134125,560.0451,561.5967677921305,558.3815496134125,560.0451,561.5967677921305
75,63,Urban,Gold,42,4.55,Evening,Premium,138,660.4425622593634,566.7669,598.8965957304018,660.4425622593634,566.7669,598.8965957304018
100,34,Rural,Gold,33,4.75,Night,Economy,156,537.4486716625657,564.4924,553.038543460707,537.4486716625657,564.4924,553.038543460707
76,23,Urban,Silver,53,3.94,Evening,Economy,117,480.104370355134,416.22815,448.0730483811925,480.104370355134,416.22815,448.0730483811925
32,12,Urban,Silver,69,3.68,Morning,Economy,55,162.28310451017555,179.25336,159.44345590285218,162.28310451017555,179.25336,159.44345590285218
35,23,Suburban,Gold,58,3.78,Afternoon,Economy,164,638.0445145215127,584.46326,595.583241577438,638.0445145215127,584.46326,595.583241577438
30,16,Suburban,Gold,89,3.63,Afternoon,Economy,142,420.1110979571745,475.3485,465.4055359909919,420.1110979571745,475.3485,465.4055359909919
75,56,Urban,Regular,66,3.69,Evening,Premium,22,124.49060049402551,117.95798,123.85829059462296,124.49060049402551,117.95798,123.85829059462296
25,6,Rural,Regular,23,3.95,Morning,Premium,55,235.27811761739352,257.80954,248.0045750061837,235.27811761739352,257.80954,248.0045750061837
88,16,Suburban,Gold,26,4.18,Morning,Economy,32,127.33149010162909,125.596985,130.1950693441129,127.33149010162909,125.596985,130.1950693441129
43,26,Rural,Silver,69,4.9,Evening,Economy,107,391.0269903920518,392.22937,392.8303472618496,391.0269903920518,392.22937,392.8303472618496
39,20,Rural,Silver,97,4.25,Morning,Economy,121,319.5430197104816,373.84586,359.5036156824241,319.5430197104816,373.84586,359.5036156824241
77,63,Suburban,Gold,72,4.56,Morning,Economy,113,380.2853707615285,385.70554,387.5056880138863,380.2853707615285,385.70554,387.5056880138863
41,14,Suburban,Silver,59,4.72,Morning,Premium,49,179.62342246641472,220.09326,205.5115771053716,179.62342246641472,220.09326,205.5115771053716
51,20,Rural,Silver,97,4.8,Morning,Economy,130,452.112640122952,475.89645,467.16853307754843,452.112640122952,475.89645,467.16853307754843
30,10,Suburban,Gold,86,4.95,Evening,Economy,149,565.6691466337952,549.09033,580.4854817437987,565.6691466337952,549.09033,580.4854817437987
29,8,Urban,Gold,52,4.68,Afternoon,Premium,121,402.1558775823215,436.28925,424.48131724841346,402.1558775823215,436.28925,424.48131724841346
21,5,Rural,Gold,8,4.44,Afternoon,Premium,159,689.8421599513094,666.2686,650.9326105472414,689.8421599513094,666.2686,650.9326105472414
50,15,Suburban,Regular,62,4.51,Night,Economy,83,307.6469280930268,309.8782,307.72184877679354,307.6469280930268,309.8782,307.72184877679354
61,42,Rural,Gold,11,3.72,Night,Economy,52,186.5262770863605,177.83592,184.27037190025845,186.5262770863605,177.83592,184.27037190025845
67,5,Suburban,Silver,81,4.53,Morning,Premium,14,91.06777716361007,96.74993,92.95363967510914,91.06777716361007,96.74993,92.95363967510914
73,22,Suburban,Regular,26,4.99,Night,Economy,33,143.8549860520897,143.13705,151.76896176896852,143.8549860520897,143.13705,151.76896176896852
35,18,Urban,Gold,27,3.82,Morning,Economy,158,553.837359075948,548.6687,523.7065792163382,553.837359075948,548.6687,523.7065792163382
96,58,Urban,Silver,25,3.61,Morning,Economy,85,336.56848365859423,333.8407,342.2298724208067,336.56848365859423,333.8407,342.2298724208067
38,28,Urban,Gold,8,4.83,Morning,Economy,29,95.02020685904614,109.06188,95.72936383186261,95.02020685904614,109.06188,95.72936383186261
75,28,Urban,Gold,6,4.02,Evening,Premium,171,575.0117219060105,619.1123,597.5493017952925,575.0117219060105,619.1123,597.5493017952925
57,26,Suburban,Silver,92,4.11,Afternoon,Premium,58,264.675747588135,249.27802,255.23594301648419,264.675747588135,249.27802,255.23594301648419
36,10,Rural,Gold,65,3.54,Night,Economy,53,185.61792391524813,173.90588,176.78687059694414,185.61792391524813,173.90588,176.78687059694414
73,27,Rural,Gold,98,3.97,Evening,Economy,57,251.1556502722435,228.44139,232.21151769639548,251.1556502722435,228.44139,232.21151769639548
68,29,Rural,Gold,51,3.99,Evening,Economy,110,299.689056274687,370.03708,337.24291949737886,299.689056274687,370.03708,337.24291949737886
25,9,Rural,Gold,11,3.58,Night,Economy,31,92.65681121424488,103.46343,86.03444341326485,92.65681121424488,103.46343,86.03444341326485
97,25,Urban,Regular,95,4.91,Night,Premium,101,332.2293764400841,419.68042,402.1011220770236,332.2293764400841,419.68042,402.1011220770236
30,7,Rural,Regular,85,3.74,Evening,Economy,44,184.11208970364285,159.12138,158.91839801443172,184.11208970364285,159.12138,158.91839801443172
83,7,Suburban,Gold,24,4.9,Morning,Premium,24,124.5817744544144,128.54485,129.67981944654204,124.5817744544144,128.54485,129.67981944654204
27,5,Rural,Gold,2,4.3,Evening,Economy,22,60.98181721983856,74.99149,70.51619819588974,60.98181721983856,74.99149,70.51619819588974
58,21,Suburban,Gold,72,4.14,Afternoon,Economy,10,35.88598786056829,67.38939,47.13371764199778,35.88598786056829,67.38939,47.13371764199778
32,15,Urban,Gold,67,3.76,Evening,Premium,23,132.12301879164062,138.12866,142.39762357946898,132.12301879164062,138.12866,142.39762357946898
