Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,static_price,duration_factor,loyalty_factor,past_rides_factor,location_factor,baseline_price,historical_price,baseline_revenue,historical_revenue
80,42,2,0,85,4.22,3,0,131,473.5617540035448,200,65.5,1.0,0.915,1.2,291.519,473.5617540035448,291.519,473.5617540035448
78,35,0,1,5,4.35,1,1,100,317.88095784682014,200,50.0,0.95,0.995,1.0,236.3125,317.88095784682014,236.3125,317.88095784682014
63,6,2,0,29,4.79,1,1,24,132.49921949173307,200,12.0,1.0,0.971,1.2,247.0224,132.49921949173307,247.0224,132.49921949173307
25,8,0,1,30,4.44,3,0,115,430.7858509781543,200,57.5,0.95,0.97,1.0,237.28625,430.7858509781543,237.28625,430.7858509781543
100,50,2,1,20,4.14,1,0,127,350.2265835541767,200,63.5,0.95,0.98,1.2,294.38219999999995,350.2265835541767,294.38219999999995,350.2265835541767
46,8,2,2,32,4.81,0,0,112,466.42747932165264,200,56.0,0.9,0.968,1.2,267.63264,466.42747932165264,267.63264,466.42747932165264
59,29,2,1,90,4.3,3,0,145,651.7303890276737,200,72.5,0.95,0.91,1.2,282.6915,651.7303890276737,282.6915,651.7303890276737
21,11,0,0,18,4.2,2,1,49,266.34807324582846,200,24.5,1.0,0.982,1.0,220.459,266.34807324582846,220.459,266.34807324582846
64,7,0,2,48,4.67,1,0,64,266.38537677090085,200,32.0,0.9,0.952,1.0,198.7776,266.38537677090085,198.7776,266.38537677090085
52,22,1,0,72,3.6,2,1,101,303.803226426852,200,50.5,1.0,0.9279999999999999,1.1,255.7104,303.803226426852,255.7104,303.803226426852
100,56,1,2,67,4.2,1,0,169,461.9661913503604,200,84.5,0.9,0.933,1.1,262.78411500000004,461.9661913503604,262.78411500000004,461.9661913503604
83,72,0,1,25,4.62,3,1,45,201.0575405594342,200,22.5,0.95,0.975,1.0,206.090625,201.0575405594342,206.090625,201.0575405594342
89,10,0,2,36,4.12,0,1,13,94.21444738997974,200,6.5,0.9,0.964,1.0,179.15939999999998,94.21444738997974,179.15939999999998,94.21444738997974
100,37,0,2,47,4.7,0,0,142,546.8574476673242,200,71.0,0.9,0.953,1.0,232.4367,546.8574476673242,232.4367,546.8574476673242
71,7,2,0,31,4.83,2,1,60,292.74683013160404,200,30.0,1.0,0.969,1.2,267.444,292.74683013160404,267.444,292.74683013160404
94,26,1,1,0,3.94,0,1,40,150.90603765991335,200,20.0,0.95,1.0,1.1,229.9,150.90603765991335,229.9,150.90603765991335
52,23,2,1,41,4.23,1,0,134,534.90663340905,200,67.0,0.95,0.959,1.2,291.90041999999994,534.90663340905,291.90041999999994,534.90663340905
27,15,2,2,31,4.95,0,0,103,315.2654030422818,200,51.5,0.9,0.969,1.2,263.19978,315.2654030422818,263.19978,315.2654030422818
88,62,2,1,62,4.82,0,0,162,601.2360266422271,200,81.0,0.95,0.938,1.2,300.47891999999996,601.2360266422271,300.47891999999996,601.2360266422271
48,38,1,2,64,4.97,3,1,152,701.4695729515377,200,76.0,0.9,0.9359999999999999,1.1,255.75264,701.4695729515377,255.75264,701.4695729515377
53,35,1,1,1,3.67,2,1,88,392.0078846224547,200,44.0,0.95,0.999,1.1,254.72502,392.0078846224547,254.72502,392.0078846224547
31,12,1,0,34,4.7,3,0,105,331.8375249153692,200,52.5,1.0,0.966,1.1,268.3065,331.8375249153692,268.3065,331.8375249153692
56,34,1,2,1,4.56,0,0,121,307.5259290756184,200,60.5,0.9,0.999,1.1,257.637105,307.5259290756184,257.637105,307.5259290756184
48,35,0,0,47,4.26,2,0,26,68.27174499943663,200,13.0,1.0,0.953,1.0,202.989,68.27174499943663,202.989,68.27174499943663
93,66,1,2,22,3.91,3,0,180,765.4397485645513,200,90.0,0.9,0.978,1.1,280.7838,765.4397485645513,280.7838,765.4397485645513
49,18,0,2,62,4.92,0,0,62,168.36628924698925,200,31.0,0.9,0.938,1.0,195.0102,168.36628924698925,195.0102,168.36628924698925
72,33,0,0,63,4.25,1,0,132,351.7736189685264,200,66.0,1.0,0.937,1.0,249.24200000000002,351.7736189685264,249.24200000000002,351.7736189685264
62,11,1,0,37,4.23,2,1,71,363.3457529659053,200,35.5,1.0,0.963,1.1,249.46515000000002,363.3457529659053,249.46515000000002,363.3457529659053
39,15,1,1,53,4.6,1,1,38,201.7146762833217,200,19.0,0.95,0.947,1.1,216.72568499999997,201.7146762833217,216.72568499999997,201.7146762833217
67,56,2,0,49,4.22,0,1,23,121.43999901863724,200,11.5,1.0,0.951,1.2,241.36379999999997,121.43999901863724,241.36379999999997,121.43999901863724
88,15,2,1,39,4.51,0,0,137,598.7750233051204,200,68.5,0.95,0.961,1.2,294.15249,598.7750233051204,294.15249,598.7750233051204
29,16,2,2,75,4.11,2,1,80,371.1242881043308,200,40.0,0.9,0.925,1.2,239.76,371.1242881043308,239.76,371.1242881043308
100,24,2,2,88,4.49,3,0,56,173.66696747925593,200,28.0,0.9,0.912,1.2,224.57088000000002,173.66696747925593,224.57088000000002,173.66696747925593
98,43,1,0,62,4.98,2,0,130,538.5185280064754,200,65.0,1.0,0.938,1.1,273.427,538.5185280064754,273.427,538.5185280064754
35,10,0,0,40,3.54,3,0,75,281.9625670059949,200,37.5,1.0,0.96,1.0,228.0,281.9625670059949,228.0,281.9625670059949
58,14,0,0,10,3.77,2,0,95,258.01445968829404,200,47.5,1.0,0.99,1.0,245.025,258.01445968829404,245.025,258.01445968829404
22,7,2,0,53,4.43,2,1,98,476.2019961536034,200,49.0,1.0,0.947,1.2,282.9636,476.2019961536034,282.9636,476.2019961536034
84,37,1,1,94,3.83,3,0,28,124.64550323605349,200,14.0,0.95,0.906,1.1,202.60878,124.64550323605349,202.60878,124.64550323605349
91,14,1,2,19,4.78,3,1,19,111.11271494112724,200,9.5,0.9,0.981,1.1,203.46430500000002,111.11271494112724,203.46430500000002,111.11271494112724
56,29,2,0,67,4.49,0,0,125,421.8171879075184,200,62.5,1.0,0.933,1.2,293.89500000000004,421.8171879075184,293.89500000000004,421.8171879075184
97,21,0,1,36,3.72,1,1,23,134.0510144913575,200,11.5,0.95,0.964,1.0,193.69169999999997,134.0510144913575,193.69169999999997,134.0510144913575
57,47,2,0,26,3.8,2,0,30,132.4032477391118,200,15.0,1.0,0.974,1.2,251.29199999999997,132.4032477391118,251.29199999999997,132.4032477391118
94,27,1,2,100,3.6,3,1,172,547.9814624298182,200,86.0,0.9,0.9,1.1,254.82600000000005,547.9814624298182,254.82600000000005,547.9814624298182
84,6,1,0,24,3.74,2,0,68,281.96824577029594,200,34.0,1.0,0.976,1.1,251.2224,281.96824577029594,251.2224,281.96824577029594
40,11,0,2,1,4.24,3,1,35,182.46632143825187,200,17.5,0.9,0.999,1.0,195.55425,182.46632143825187,195.55425,182.46632143825187
65,36,1,2,20,4.39,3,1,87,313.7742265682814,200,43.5,0.9,0.98,1.1,236.24370000000002,313.7742265682814,236.24370000000002,313.7742265682814
35,22,2,2,28,4.88,0,1,116,422.8866610257602,200,58.0,0.9,0.972,1.2,270.83808,422.8866610257602,270.83808,422.8866610257602
40,30,2,1,67,4.03,1,1,143,529.6967147126813,200,71.5,0.95,0.933,1.2,288.77283,529.6967147126813,288.77283,529.6967147126813
61,45,2,2,6,4.99,1,0,10,25.993449448411635,200,5.0,0.9,0.994,1.2,220.0716,25.993449448411635,220.0716,25.993449448411635
50,14,2,0,98,3.52,3,1,109,351.5699575243088,200,54.5,1.0,0.902,1.2,275.4708,351.5699575243088,275.4708,351.5699575243088
98,25,1,2,30,4.76,0,0,60,154.68715967826247,200,30.0,0.9,0.97,1.1,220.869,154.68715967826247,220.869,154.68715967826247
54,37,1,1,41,4.69,0,1,16,106.59208227583191,200,8.0,0.95,0.959,1.1,208.44824,106.59208227583191,208.44824,106.59208227583191
37,13,0,1,31,4.66,0,0,35,132.1665679180113,200,17.5,0.95,0.969,1.0,200.219625,132.1665679180113,200.219625,132.1665679180113
78,41,2,2,12,4.99,0,0,22,76.224961221763,200,11.0,0.9,0.988,1.2,225.14544,76.224961221763,225.14544,76.224961221763
84,21,0,0,88,3.5,0,0,146,598.9400399823005,200,73.0,1.0,0.912,1.0,248.976,598.9400399823005,248.976,598.9400399823005
44,32,1,2,51,4.2,0,1,168,563.1508995670627,200,84.0,0.9,0.949,1.1,266.82084,563.1508995670627,266.82084,563.1508995670627
25,11,2,2,92,3.91,3,0,115,310.1546162756803,200,57.5,0.9,0.908,1.2,252.51479999999998,310.1546162756803,252.51479999999998,310.1546162756803
38,13,2,0,38,4.46,1,1,28,145.13756861567325,200,14.0,1.0,0.962,1.2,247.0416,145.13756861567325,247.0416,145.13756861567325
85,25,2,2,21,4.03,2,0,73,323.5576857599395,200,36.5,0.9,0.979,1.2,250.05617999999998,323.5576857599395,250.05617999999998,323.5576857599395
31,13,1,0,87,4.04,1,0,11,31.5656761621252,200,5.5,1.0,0.913,1.1,206.38365000000002,31.5656761621252,206.38365000000002,31.5656761621252
67,6,0,1,25,4.45,1,1,31,144.46263762346956,200,15.5,0.95,0.975,1.0,199.606875,144.46263762346956,199.606875,144.46263762346956
77,11,0,2,70,3.82,3,1,63,252.4930471020809,200,31.5,0.9,0.9299999999999999,1.0,193.76549999999997,252.4930471020809,193.76549999999997,252.4930471020809
32,11,1,2,30,3.53,0,1,32,146.51277441611944,200,16.0,0.9,0.97,1.1,207.42480000000003,146.51277441611944,207.42480000000003,146.51277441611944
71,30,0,1,60,4.83,1,1,156,501.801349985356,200,78.0,0.95,0.94,1.0,248.25399999999996,501.801349985356,248.25399999999996,501.801349985356
65,38,2,1,13,4.77,2,1,132,610.7325514755008,200,66.0,0.95,0.987,1.2,299.29787999999996,610.7325514755008,299.29787999999996,610.7325514755008
64,29,2,2,66,3.79,3,1,37,194.2623993646844,200,18.5,0.9,0.9339999999999999,1.2,220.40532,194.2623993646844,220.40532,194.2623993646844
48,38,2,2,45,4.17,0,0,87,318.2101259853132,200,43.5,0.9,0.955,1.2,251.14589999999998,318.2101259853132,251.14589999999998,318.2101259853132
76,42,0,0,95,3.93,2,0,180,512.6251102173163,200,90.0,1.0,0.905,1.0,262.45,512.6251102173163,262.45,512.6251102173163
76,53,2,1,77,3.67,0,1,179,555.8919187631545,200,89.5,0.95,0.923,1.2,304.61769,555.8919187631545,304.61769,555.8919187631545
71,14,1,2,8,4.44,3,0,76,242.1588607696964,200,38.0,0.9,0.992,1.1,233.73504000000003,242.1588607696964,233.73504000000003,242.1588607696964
76,9,2,2,64,4.16,1,0,10,41.40499127744981,200,5.0,0.9,0.9359999999999999,1.2,207.23039999999997,41.40499127744981,207.23039999999997,41.40499127744981
51,14,0,0,16,3.51,3,1,30,180.88655372559683,200,15.0,1.0,0.984,1.0,211.56,180.88655372559683,211.56,180.88655372559683
88,38,0,0,29,3.73,1,1,167,537.8971058809161,200,83.5,1.0,0.971,1.0,275.2785,537.8971058809161,275.2785,537.8971058809161
60,24,0,0,5,3.79,0,1,154,556.6629286327259,200,77.0,1.0,0.995,1.0,275.615,556.6629286327259,275.615,556.6629286327259
73,55,0,1,55,4.2,0,0,52,158.5563431447304,200,26.0,0.95,0.945,1.0,202.89149999999998,158.5563431447304,202.89149999999998,158.5563431447304
23,10,2,2,80,3.88,0,0,22,59.4454065021933,200,11.0,0.9,0.92,1.2,209.64960000000002,59.4454065021933,209.64960000000002,59.4454065021933
74,27,1,2,51,3.75,2,1,111,334.1449975015087,200,55.5,0.9,0.949,1.1,240.04480500000003,334.1449975015087,240.04480500000003,334.1449975015087
49,6,1,0,18,4.41,3,1,148,443.7750198288772,200,74.0,1.0,0.982,1.1,295.9748,443.7750198288772,295.9748,443.7750198288772
31,8,0,0,7,3.57,3,0,35,145.24203735141535,200,17.5,1.0,0.993,1.0,215.9775,145.24203735141535,215.9775,145.24203735141535
57,46,0,1,42,4.39,2,0,56,210.6317666138125,200,28.0,0.95,0.958,1.0,207.50279999999998,210.6317666138125,207.50279999999998,210.6317666138125
64,19,1,1,35,4.02,0,0,39,152.22919256822726,200,19.5,0.95,0.965,1.1,221.3492875,152.22919256822726,221.3492875,152.22919256822726
86,76,1,1,84,4.99,3,0,149,612.446726848697,200,74.5,0.95,0.916,1.1,262.75689,612.446726848697,262.75689,612.446726848697
54,28,1,1,73,3.56,2,1,51,250.28588237277447,200,25.5,0.95,0.927,1.1,218.44523250000003,250.28588237277447,218.44523250000003,250.28588237277447
85,37,0,0,10,3.76,3,1,61,309.08254473187293,200,30.5,1.0,0.99,1.0,228.195,309.08254473187293,228.195,309.08254473187293
58,15,0,1,14,4.76,3,1,12,94.1609176991503,200,6.0,0.95,0.986,1.0,192.9602,94.1609176991503,192.9602,94.1609176991503
96,27,0,0,21,4.37,3,1,57,243.93730652889337,200,28.5,1.0,0.979,1.0,223.70149999999998,243.93730652889337,223.70149999999998,243.93730652889337
58,31,1,2,32,4.87,1,1,85,331.19305388667465,200,42.5,0.9,0.968,1.1,232.39260000000002,331.19305388667465,232.39260000000002,331.19305388667465
77,45,1,2,88,4.16,2,0,151,595.2312211886215,200,75.5,0.9,0.912,1.1,248.74344000000005,595.2312211886215,248.74344000000005,595.2312211886215
93,73,0,1,78,3.81,3,1,106,465.962681649944,200,53.0,0.95,0.922,1.0,221.6027,465.962681649944,221.6027,465.962681649944
44,11,0,1,56,3.83,0,1,18,104.75201005936664,200,9.0,0.95,0.944,1.0,187.43119999999996,104.75201005936664,187.43119999999996,104.75201005936664
20,10,0,1,54,4.12,2,1,168,784.0551260339382,200,84.0,0.95,0.946,1.0,255.2308,784.0551260339382,255.2308,784.0551260339382
70,40,1,1,9,3.77,1,0,130,382.9299378688001,200,65.0,0.95,0.991,1.1,274.432675,382.9299378688001,274.432675,382.9299378688001
42,12,0,0,92,4.5,0,0,123,319.2967130915861,200,61.5,1.0,0.908,1.0,237.442,319.2967130915861,237.442,319.2967130915861
87,33,0,1,53,4.15,1,0,143,640.1373391067773,200,71.5,0.95,0.947,1.0,244.254975,640.1373391067773,244.254975,640.1373391067773
70,43,1,0,47,4.31,2,0,57,243.4933853851045,200,28.5,1.0,0.953,1.1,239.53655,243.4933853851045,239.53655,243.4933853851045
61,15,2,0,29,4.49,0,0,32,135.005874109167,200,16.0,1.0,0.971,1.2,251.68319999999997,135.005874109167,251.68319999999997,135.005874109167
71,36,1,2,69,4.37,2,0,110,392.9639432866157,200,55.0,0.9,0.931,1.1,235.03095000000002,392.9639432866157,235.03095000000002,392.9639432866157
81,33,1,1,41,4.93,0,1,162,617.2885000560723,200,81.0,0.95,0.959,1.1,281.605555,617.2885000560723,281.605555,617.2885000560723
87,64,0,2,69,4.55,1,1,65,310.7883994951958,200,32.5,0.9,0.931,1.0,194.81175000000002,310.7883994951958,194.81175000000002,310.7883994951958
85,65,1,1,73,4.65,0,1,165,770.0708908209459,200,82.5,0.95,0.927,1.1,273.6619875,770.0708908209459,273.6619875,770.0708908209459
91,65,2,1,40,3.58,1,0,141,373.50470759834695,200,70.5,0.95,0.96,1.2,296.0352,373.50470759834695,296.0352,373.50470759834695
83,57,0,2,80,4.6,3,1,172,814.4195559447121,200,86.0,0.9,0.92,1.0,236.80800000000005,814.4195559447121,236.80800000000005,814.4195559447121
64,10,1,0,75,3.61,2,1,155,473.34669329802574,200,77.5,1.0,0.925,1.1,282.35625000000005,473.34669329802574,282.35625000000005,473.34669329802574
69,22,0,2,25,4.41,3,1,74,266.76777889406367,200,37.0,0.9,0.975,1.0,207.9675,266.76777889406367,207.9675,266.76777889406367
37,12,0,2,15,3.73,1,0,142,369.36165888010754,200,71.0,0.9,0.985,1.0,240.2415,369.36165888010754,240.2415,369.36165888010754
93,28,2,2,63,3.9,1,0,38,111.72394123957052,200,19.0,0.9,0.937,1.2,221.61924000000002,111.72394123957052,221.61924000000002,111.72394123957052
66,49,0,0,42,4.56,0,0,124,429.94835612457183,200,62.0,1.0,0.958,1.0,250.99599999999998,429.94835612457183,250.99599999999998,429.94835612457183
47,36,0,2,100,4.2,2,0,103,414.77830030238334,200,51.5,0.9,0.9,1.0,203.715,414.77830030238334,203.715,414.77830030238334
71,30,0,1,45,4.16,1,1,53,227.1825700126456,200,26.5,0.95,0.955,1.0,205.492125,227.1825700126456,205.492125,227.1825700126456
58,19,2,2,47,3.97,1,0,77,247.4420018201041,200,38.5,0.9,0.953,1.2,245.47374,247.4420018201041,245.47374,247.4420018201041
100,18,1,2,50,4.89,2,1,51,213.8232968736634,200,25.5,0.9,0.95,1.1,212.08275000000003,213.8232968736634,212.08275000000003,213.8232968736634
94,28,2,1,59,4.45,3,0,173,652.5878909594384,200,86.5,0.95,0.941,1.2,307.34000999999995,652.5878909594384,307.34000999999995,652.5878909594384
49,6,0,2,23,4.65,3,1,69,289.6463054085282,200,34.5,0.9,0.977,1.0,206.19585,289.6463054085282,206.19585,289.6463054085282
42,7,0,0,90,3.67,1,0,32,123.762469326047,200,16.0,1.0,0.91,1.0,196.56,123.762469326047,196.56,123.762469326047
79,63,2,0,56,4.66,1,1,70,292.5906288976858,200,35.0,1.0,0.944,1.2,266.20799999999997,292.5906288976858,266.20799999999997,292.5906288976858
59,5,0,0,17,4.97,1,1,143,440.93951077757487,200,71.5,1.0,0.983,1.0,266.8845,440.93951077757487,266.8845,440.93951077757487
54,7,2,1,91,3.75,3,0,97,298.3226183929867,200,48.5,0.95,0.909,1.2,257.51061,298.3226183929867,257.51061,298.3226183929867
60,6,0,2,65,4.76,2,0,168,629.2044295696749,200,84.0,0.9,0.935,1.0,238.98600000000002,629.2044295696749,238.98600000000002,629.2044295696749
26,13,1,2,4,3.63,3,1,123,441.99619244539696,200,61.5,0.9,0.996,1.1,257.84946,441.99619244539696,257.84946,441.99619244539696
90,10,0,2,59,4.44,2,1,147,691.5012905566776,200,73.5,0.9,0.941,1.0,231.62715,691.5012905566776,231.62715,691.5012905566776
34,12,1,2,38,4.18,0,0,24,106.94859059241988,200,12.0,0.9,0.962,1.1,201.90456,106.94859059241988,201.90456,106.94859059241988
80,34,1,2,84,3.8,3,0,174,561.4385219871201,200,87.0,0.9,0.916,1.1,260.26308000000006,561.4385219871201,260.26308000000006,561.4385219871201
21,7,0,1,58,4.31,2,1,75,328.45835687553256,200,37.5,0.95,0.942,1.0,212.53875,328.45835687553256,212.53875,328.45835687553256
97,71,1,2,52,4.32,1,0,36,133.38738314122594,200,18.0,0.9,0.948,1.1,204.59736,133.38738314122594,204.59736,133.38738314122594
64,7,1,1,92,4.58,1,1,16,114.6992021313152,200,8.0,0.95,0.908,1.1,197.36288000000002,114.6992021313152,197.36288000000002,114.6992021313152
47,34,0,0,16,4.38,1,1,46,237.14338896943252,200,23.0,1.0,0.984,1.0,219.432,237.14338896943252,219.432,237.14338896943252
44,28,0,0,30,3.93,1,1,42,157.10657171647188,200,21.0,1.0,0.97,1.0,214.37,157.10657171647188,214.37,157.10657171647188
21,9,1,0,13,4.01,1,0,127,431.251597706785,200,63.5,1.0,0.987,1.1,286.08195,431.251597706785,286.08195,431.251597706785
57,37,2,0,59,3.92,1,0,159,585.8075881778408,200,79.5,1.0,0.941,1.2,315.6114,585.8075881778408,315.6114,585.8075881778408
62,5,0,2,51,4.4,0,0,160,647.204374917644,200,80.0,0.9,0.949,1.0,239.148,647.204374917644,239.148,647.204374917644
25,6,2,0,60,3.91,1,1,145,559.578839787104,200,72.5,1.0,0.94,1.2,307.37999999999994,559.578839787104,307.37999999999994,559.578839787104
92,33,1,2,70,3.69,1,1,46,173.1505322724627,200,23.0,0.9,0.9299999999999999,1.1,205.31610000000003,173.1505322724627,205.31610000000003,173.1505322724627
38,7,0,0,46,3.79,3,0,78,198.1704675081237,200,39.0,1.0,0.954,1.0,228.006,198.1704675081237,228.006,198.1704675081237
99,31,2,2,0,3.54,2,0,50,192.7088692483722,200,25.0,0.9,1.0,1.2,243.0,192.7088692483722,243.0,192.7088692483722
35,7,0,1,65,4.19,3,0,65,165.0758241756551,200,32.5,0.95,0.935,1.0,206.518125,165.0758241756551,206.518125,165.0758241756551
30,13,2,0,53,3.68,3,1,124,379.4680328899806,200,62.0,1.0,0.947,1.2,297.73679999999996,379.4680328899806,297.73679999999996,379.4680328899806
28,6,2,0,53,4.48,3,1,148,461.10955384851616,200,74.0,1.0,0.947,1.2,311.3736,461.10955384851616,311.3736,461.10955384851616
59,47,0,2,73,3.54,3,0,75,234.5672445982206,200,37.5,0.9,0.927,1.0,198.14625,234.5672445982206,198.14625,234.5672445982206
24,13,2,2,50,4.26,3,1,141,540.0620306756346,200,70.5,0.9,0.95,1.2,277.533,540.0620306756346,277.533,540.0620306756346
21,6,1,1,15,3.81,1,1,80,318.8415033130425,200,40.0,0.95,0.985,1.1,247.038,318.8415033130425,247.038,318.8415033130425
84,54,1,2,59,4.98,0,1,43,196.31514152174805,200,21.5,0.9,0.941,1.1,206.347185,196.31514152174805,206.347185,196.31514152174805
100,50,2,2,83,4.91,2,1,173,622.4914304114809,200,86.5,0.9,0.917,1.2,283.73814000000004,622.4914304114809,283.73814000000004,622.4914304114809
30,11,2,2,99,4.96,1,0,83,349.6745279402746,200,41.5,0.9,0.901,1.2,234.99881999999997,349.6745279402746,234.99881999999997,349.6745279402746
45,35,0,1,0,4.58,0,1,41,206.1473318707726,200,20.5,0.95,1.0,1.0,209.475,206.1473318707726,209.475,206.1473318707726
53,35,2,0,35,3.92,0,1,166,635.9330544824535,200,83.0,1.0,0.965,1.2,327.71399999999994,635.9330544824535,327.71399999999994,635.9330544824535
65,41,0,0,51,3.57,3,1,48,251.1121418065252,200,24.0,1.0,0.949,1.0,212.576,251.1121418065252,212.576,251.1121418065252
93,6,0,2,85,4.47,3,0,107,324.098767437868,200,53.5,0.9,0.915,1.0,208.75725000000003,324.098767437868,208.75725000000003,324.098767437868
28,5,0,1,69,4.49,2,1,132,425.4887347951667,200,66.0,0.95,0.931,1.0,235.2637,425.4887347951667,235.2637,425.4887347951667
38,8,2,2,78,3.57,3,0,114,470.2690237026412,200,57.0,0.9,0.922,1.2,255.91032,470.2690237026412,255.91032,470.2690237026412
25,6,2,1,69,4.45,1,1,94,398.051725971793,200,47.0,0.95,0.931,1.2,262.15098,398.051725971793,262.15098,398.051725971793
76,23,0,1,64,3.57,3,1,115,564.9317250247195,200,57.5,0.95,0.9359999999999999,1.0,228.969,564.9317250247195,228.969,564.9317250247195
22,7,1,0,73,4.91,2,1,73,238.31899146487595,200,36.5,1.0,0.927,1.1,241.15905,238.31899146487595,241.15905,238.31899146487595
40,5,0,2,17,4.55,0,0,72,184.9552256292673,200,36.0,0.9,0.983,1.0,208.7892,184.9552256292673,208.7892,184.9552256292673
89,16,1,1,27,4.86,0,0,161,624.305615960136,200,80.5,0.95,0.973,1.1,285.2081925,624.305615960136,285.2081925,624.305615960136
31,21,1,2,77,4.83,0,0,107,389.3845083155804,200,53.5,0.9,0.923,1.1,231.64069500000005,389.3845083155804,231.64069500000005,389.3845083155804
92,45,0,2,59,4.23,2,1,121,574.8939389332888,200,60.5,0.9,0.941,1.0,220.61745,574.8939389332888,220.61745,574.8939389332888
58,32,2,0,92,4.59,0,1,111,517.9444619823878,200,55.5,1.0,0.908,1.2,278.39279999999997,517.9444619823878,278.39279999999997,517.9444619823878
58,20,0,2,42,3.51,1,0,125,527.1792011771714,200,62.5,0.9,0.958,1.0,226.3275,527.1792011771714,226.3275,527.1792011771714
36,7,1,1,26,4.35,2,0,59,201.49683080394212,200,29.5,0.95,0.974,1.1,233.59198499999997,201.49683080394212,233.59198499999997,201.49683080394212
66,40,0,1,93,4.86,1,0,153,627.0167510146084,200,76.5,0.95,0.907,1.0,238.246225,627.0167510146084,238.246225,627.0167510146084
76,54,2,1,58,4.05,1,0,74,218.6251778894482,200,37.0,0.95,0.942,1.2,254.50955999999994,218.6251778894482,254.50955999999994,218.6251778894482
55,23,2,0,46,4.58,0,1,150,654.676536309137,200,75.0,1.0,0.954,1.2,314.81999999999994,654.676536309137,314.81999999999994,654.676536309137
21,8,2,1,57,4.78,3,1,84,293.5602166445157,200,42.0,0.95,0.943,1.2,260.1548399999999,293.5602166445157,260.1548399999999,293.5602166445157
61,45,0,0,42,4.25,0,0,102,421.98526198279467,200,51.0,1.0,0.958,1.0,240.458,421.98526198279467,240.458,421.98526198279467
72,62,1,1,48,3.82,1,0,126,553.7408048680613,200,63.0,0.95,0.952,1.1,261.64292,553.7408048680613,261.64292,553.7408048680613
65,18,0,0,65,4.01,2,0,111,330.62430999065225,200,55.5,1.0,0.935,1.0,238.8925,330.62430999065225,238.8925,330.62430999065225
20,8,0,2,27,4.99,2,0,83,261.4451502998812,200,41.5,0.9,0.973,1.0,211.48155,261.4451502998812,211.48155,261.4451502998812
22,7,1,2,16,4.1,3,0,147,520.0637873298249,200,73.5,0.9,0.984,1.1,266.43276000000003,520.0637873298249,266.43276000000003,520.0637873298249
72,49,1,0,15,4.34,3,1,19,117.63327810103034,200,9.5,1.0,0.985,1.1,226.99325000000002,117.63327810103034,226.99325000000002,117.63327810103034
42,30,2,1,26,4.79,0,0,138,493.0149508584995,200,69.0,0.95,0.974,1.2,298.68683999999996,493.0149508584995,298.68683999999996,493.0149508584995
100,54,1,1,91,4.59,3,1,61,203.1132957396489,200,30.5,0.95,0.909,1.1,218.9531025,203.1132957396489,218.9531025,203.1132957396489
87,32,1,2,38,4.76,0,0,114,421.7762985074602,200,57.0,0.9,0.962,1.1,244.76166000000003,421.7762985074602,244.76166000000003,421.7762985074602
36,8,2,0,47,4.07,0,0,77,305.0088858607341,200,38.5,1.0,0.953,1.2,272.74859999999995,305.0088858607341,272.74859999999995,305.0088858607341
70,38,2,2,99,4.19,2,0,76,317.77188818101894,200,38.0,0.9,0.901,1.2,231.59304,317.77188818101894,231.59304,317.77188818101894
41,7,2,0,4,4.15,3,0,83,364.9140560714328,200,41.5,1.0,0.996,1.2,288.64079999999996,364.9140560714328,288.64079999999996,364.9140560714328
59,40,0,0,64,4.72,3,0,157,398.3194964103068,200,78.5,1.0,0.9359999999999999,1.0,260.676,398.3194964103068,260.676,398.3194964103068
33,14,2,1,38,4.89,2,0,127,461.3060120664082,200,63.5,0.95,0.962,1.2,288.97517999999997,461.3060120664082,288.97517999999997,461.3060120664082
70,26,2,2,15,3.67,3,1,70,358.2348071386952,200,35.0,0.9,0.985,1.2,249.99299999999997,358.2348071386952,249.99299999999997,358.2348071386952
45,7,0,1,87,4.35,1,0,74,224.3071067625652,200,37.0,0.95,0.913,1.0,205.56195,224.3071067625652,205.56195,224.3071067625652
98,71,1,1,83,4.55,2,0,139,558.3815496134125,200,69.5,0.95,0.917,1.1,258.25241750000004,558.3815496134125,258.25241750000004,558.3815496134125
75,63,2,0,42,4.55,1,1,138,660.4425622593634,200,69.0,1.0,0.958,1.2,309.2424,660.4425622593634,309.2424,660.4425622593634
100,34,0,0,33,4.75,3,0,156,537.4486716625657,200,78.0,1.0,0.967,1.0,268.82599999999996,537.4486716625657,268.82599999999996,537.4486716625657
76,23,2,2,53,3.94,1,0,117,480.104370355134,200,58.5,0.9,0.947,1.2,264.38345999999996,480.104370355134,264.38345999999996,480.104370355134
32,12,2,2,69,3.68,2,0,55,162.28310451017555,200,27.5,0.9,0.931,1.2,228.7467,162.28310451017555,228.7467,162.28310451017555
35,23,1,0,58,3.78,0,0,164,638.0445145215127,200,82.0,1.0,0.942,1.1,292.20840000000004,638.0445145215127,292.20840000000004,638.0445145215127
30,16,1,0,89,3.63,0,0,142,420.1110979571745,200,71.0,1.0,0.911,1.1,271.56910000000005,420.1110979571745,271.56910000000005,420.1110979571745
