Number_of_Riders,Number_of_Drivers,Location_Category,Time_of_Booking,Vehicle_Type,Static_Price,ML_Predicted_Price_Improved,Revenue_Lift_Improved,Revenue_Lift_Pct_Improved
75,56,Urban,Evening,Premium,124.49060049402551,132.39331634459762,7.902715850572108,6.348042196929857
25,6,Rural,Morning,Premium,235.27811761739352,236.8130346341683,1.5349170167747843,0.6523840943299487
88,16,Suburban,Morning,Economy,127.33149010162909,128.67194502167564,1.3404549200465539,1.0527285269155928
43,26,Rural,Evening,Economy,391.0269903920518,389.6753173210714,-1.3516730709803824,-0.3456725761117325
39,20,Rural,Morning,Economy,319.5430197104816,371.239197095867,51.6961773853854,16.178158869570723
77,63,Suburban,Morning,Economy,380.2853707615285,404.3057965751245,24.020425813595978,6.316421209023799
41,14,Suburban,Morning,Premium,179.62342246641472,208.32695151565426,28.703529049239535,15.979836401684421
51,20,Rural,Morning,Economy,452.112640122952,492.86454654303014,40.75190642007817,9.013662261023203
30,10,Suburban,Evening,Economy,565.6691466337952,567.5128733514074,1.843726717612185,0.3259372954285914
29,8,Urban,Afternoon,Premium,402.1558775823215,435.63814198169035,33.48226439936883,8.325693161730552
21,5,Rural,Afternoon,Premium,689.8421599513094,625.4422376329745,-64.39992231833492,-9.335457595528867
50,15,Suburban,Night,Economy,307.6469280930268,292.4076160232188,-15.239312069808022,-4.953506984214038
61,42,Rural,Night,Economy,186.5262770863605,196.79574530539662,10.269468219036128,5.505641553271032
67,5,Suburban,Morning,Premium,91.06777716361007,106.85671253949788,15.788935375887803,17.337565347095055
73,22,Suburban,Night,Economy,143.8549860520897,146.578729259998,2.723743207908285,1.8933950658630776
35,18,Urban,Morning,Economy,553.837359075948,532.1337475102706,-21.70361156567742,-3.9187698716982347
96,58,Urban,Morning,Economy,336.56848365859423,338.11465970797946,1.546176049385224,0.45939418705454965
38,28,Urban,Morning,Economy,95.02020685904614,116.22725978034198,21.20705292129584,22.318466379214033
75,28,Urban,Evening,Premium,575.0117219060105,620.8652451370696,45.85352323105906,7.974363214556194
57,26,Suburban,Afternoon,Premium,264.675747588135,260.256022788954,-4.419724799180983,-1.6698639144144662
36,10,Rural,Night,Economy,185.61792391524813,192.33630325796855,6.718379342720425,3.6194669140831417
73,27,Rural,Evening,Economy,251.1556502722435,236.04344299394918,-15.112207278294306,-6.017068404359301
68,29,Rural,Evening,Economy,299.689056274687,370.045377638983,70.35632136429598,23.4764399604266
25,9,Rural,Night,Economy,92.65681121424488,131.38387654221341,38.72706532796853,41.79624230583786
97,25,Urban,Night,Premium,332.2293764400841,417.50561141205526,85.27623497197118,25.667879188085678
30,7,Rural,Evening,Economy,184.11208970364285,179.9071943168533,-4.204895386789559,-2.2838779319478664
83,7,Suburban,Morning,Premium,124.5817744544144,144.91616647511287,20.334392020698473,16.3221242511191
27,5,Rural,Evening,Economy,60.98181721983856,94.04639198777829,33.06457476793973,54.22038285402749
58,21,Suburban,Afternoon,Economy,35.88598786056829,68.51366986503477,32.62768200446648,90.92039525632774
32,15,Urban,Evening,Premium,132.12301879164062,149.22287305493938,17.099854263298766,12.9423732667397
76,8,Urban,Afternoon,Economy,561.5796822292014,556.4339264340352,-5.14575579516611,-0.9163002077888455
21,9,Suburban,Morning,Economy,546.3787898746884,612.9837702046681,66.60498032997964,12.190257302128336
47,37,Urban,Night,Economy,147.4597413359118,162.227401680489,14.767660344577223,10.014706529924425
33,20,Suburban,Morning,Premium,668.8922140357987,631.5019126421056,-37.39030139369311,-5.589884380339341
92,66,Rural,Evening,Economy,62.06928479024478,83.78985793884263,21.72057314859785,34.99407673537685
24,7,Rural,Afternoon,Premium,477.7411361723483,442.0005133787581,-35.740622793590205,-7.481169212252331
75,9,Rural,Night,Economy,411.0057654245888,493.10592131473055,82.10015589014176,19.975426817998123
89,76,Urban,Night,Premium,650.2985711974341,671.9979326750674,21.699361477633374,3.336830563486712
67,20,Urban,Evening,Economy,243.22861759627588,256.20629823003105,12.97768063375517,5.3355895214995765
61,23,Suburban,Evening,Premium,680.9330686248741,616.5774462817856,-64.3556223430885,-9.451093698981742
80,67,Rural,Night,Economy,432.30725774113824,607.7332145805577,175.42595683941948,40.578998778795196
66,15,Suburban,Night,Economy,720.729944900258,598.7714432490578,-121.95850165120021,-16.921525533128513
39,12,Suburban,Morning,Premium,510.4543750320455,606.4135244471206,95.9591494150751,18.79877107705286
46,22,Urban,Morning,Economy,522.7974318549136,477.1783011105709,-45.619130744342726,-8.725966878315292
89,74,Rural,Morning,Premium,432.16279228896633,408.78196632324386,-23.380825965722465,-5.410189489447958
60,16,Urban,Night,Premium,382.4570671338528,491.9692724248447,109.51220529099191,28.63385584993379
58,13,Rural,Morning,Premium,351.43931589566165,370.8867634891245,19.44744759346287,5.533657366677948
68,16,Urban,Morning,Premium,510.19578633034166,568.0304415081412,57.834655177799505,11.335776720890578
45,19,Suburban,Night,Economy,313.92644056486665,347.9104687130052,33.98402814813852,10.82547493832919
91,61,Suburban,Night,Economy,372.2298219510593,379.7012702074936,7.471448256434314,2.0072137738111318
39,12,Urban,Morning,Premium,314.46800852423786,283.84812820312646,-30.619880321111395,-9.73704144494919
97,9,Rural,Evening,Premium,491.5779538643877,496.6462772947382,5.0683234303504605,1.0310314753758598
42,18,Suburban,Afternoon,Economy,527.1558943563921,456.15916749100523,-70.99672686538685,-13.4678806830126
27,15,Urban,Evening,Economy,432.849396942834,380.33801732236935,-52.51137962046465,-12.131558918955772
67,48,Rural,Evening,Premium,544.6027807887253,644.2353234484754,99.63254265975002,18.294534323797684
69,51,Urban,Night,Premium,470.18271352951473,500.9278475918036,30.745134062288855,6.538975844410515
69,47,Urban,Night,Economy,53.5391040086766,73.75478463328069,20.21568062460409,37.75872046967375
93,18,Suburban,Afternoon,Economy,352.0685727015968,343.8390357920053,-8.229536909591502,-2.337481260097197
84,74,Suburban,Afternoon,Premium,396.3698341114785,397.3502955017554,0.9804613902769006,0.24736024437246834
96,48,Urban,Morning,Economy,367.7829980600229,436.77653091718753,68.99353285716461,18.759304595669406
30,13,Suburban,Night,Premium,352.9356730761453,385.91528329288394,32.97961021673865,9.344368601023607
60,48,Suburban,Morning,Economy,339.1055825696459,283.86760373056535,-55.23797883908054,-16.2893156817127
72,39,Urban,Night,Premium,347.8959667426787,416.7030028314364,68.80703608875768,19.778049378666935
31,13,Suburban,Morning,Economy,469.2509135918648,403.8756237951551,-65.3752897967097,-13.931840706776
71,13,Rural,Night,Premium,213.8430201203033,259.0231487330804,45.18012861277711,21.127707879995235
91,61,Rural,Morning,Premium,567.5392184514062,548.0792640976024,-19.459954353803823,-3.42882988895507
91,60,Rural,Evening,Premium,492.179013222281,436.4205078024921,-55.75850541978889,-11.328907556366463
32,6,Urban,Afternoon,Economy,173.88747446193491,187.18180212427606,13.294327662341146,7.6453624411293415
23,10,Suburban,Evening,Economy,418.10682439062094,431.3146243255297,13.207799934908735,3.15895344548818
61,47,Suburban,Night,Premium,658.3040013013618,640.9822190393431,-17.3217822620187,-2.6312740356698887
57,40,Urban,Afternoon,Economy,764.5953413909641,644.7266155734216,-119.86872581754255,-15.677407293572498
89,70,Suburban,Afternoon,Economy,384.2092919756728,336.9636261233986,-47.24566585227416,-12.296856645326953
64,45,Rural,Night,Premium,404.6018875393623,416.14009026652803,11.538202727165753,2.851742189671135
91,29,Urban,Afternoon,Premium,446.81702579708536,398.8858842688421,-47.931141528243245,-10.727241524142455
91,53,Suburban,Night,Economy,158.1067231747087,172.53365487516982,14.426931700461125,9.12480596066702
69,37,Suburban,Evening,Premium,284.2362895344896,265.39043327301584,-18.845856261473727,-6.630348395111227
71,61,Suburban,Afternoon,Economy,591.2989763287625,571.4762798093761,-19.82269651938634,-3.352398247407909
38,7,Rural,Evening,Economy,36.00027803358747,67.04563307488047,31.045355041293,86.23643131958137
100,32,Suburban,Evening,Premium,581.1370845965885,569.5939923569682,-11.54309223962025,-1.986294205890025
65,51,Suburban,Night,Premium,588.1367698544636,548.0295991517452,-40.10717070271846,-6.819361202776543
73,38,Urban,Evening,Premium,400.2673330229722,357.67806076399546,-42.589272258976735,-10.640206868076453
56,25,Suburban,Evening,Premium,575.4102708388258,620.5803561609421,45.17008532211628,7.850065876694884
75,55,Rural,Morning,Economy,190.9788526811355,240.67590439708383,49.697051715948334,26.02227996359584
97,21,Urban,Afternoon,Premium,398.1593839328215,401.91769669730843,3.7583127644869023,0.9439216846691261
94,71,Rural,Night,Premium,770.8733244527833,679.0157499580715,-91.8575744947118,-11.916040104243892
53,22,Urban,Afternoon,Premium,211.0820229741896,253.56676799707967,42.48474502289005,20.127126140005274
81,8,Rural,Afternoon,Premium,618.4288567281086,499.81658777622533,-118.61226895188327,-19.179614221014752
47,34,Rural,Morning,Premium,739.2271199769044,632.8729201831046,-106.35419979379981,-14.387215636396377
80,48,Suburban,Night,Economy,128.7410738814351,144.94427246713704,16.203198585701927,12.585881177769545
75,55,Rural,Night,Premium,584.4917299915722,600.8422128422831,16.35048285071082,2.7973848066159253
89,12,Urban,Afternoon,Economy,328.31398217312767,367.37211324090447,39.0581310677768,11.896578637695828
30,13,Rural,Afternoon,Economy,274.6803754439265,326.321395518719,51.64102007479249,18.800403920859843
64,5,Rural,Evening,Premium,108.2430435427408,125.02089240223727,16.77784885949646,15.500163622867424
55,29,Suburban,Morning,Economy,181.78093960037765,174.99425248640733,-6.786687113970316,-3.733442641945843
94,76,Suburban,Morning,Premium,405.317954516569,373.607616828113,-31.71033768845598,-7.82357093612533
53,28,Urban,Evening,Economy,775.7916851510323,650.3463352271564,-125.44534992387594,-16.169978658569157
29,7,Suburban,Morning,Economy,289.1296809487768,381.9334553765524,92.80377442777558,32.09762972906853
29,17,Urban,Morning,Economy,674.132847635612,546.2415100654378,-127.8913375701743,-18.971236606957802
75,42,Suburban,Afternoon,Economy,479.11995337350106,522.962041933953,43.842088560451884,9.150545338752465
74,53,Suburban,Night,Economy,676.4404324115253,610.7762808590314,-65.66415155249388,-9.70730731136217
89,75,Urban,Evening,Economy,54.44953818628992,76.05900556909025,21.609467382800325,39.68714538747266
29,13,Suburban,Evening,Premium,267.7404170012178,352.9619827454746,85.2215657442568,31.829921944085555
40,20,Rural,Evening,Premium,445.4842486108808,456.75326220097924,11.269013590098439,2.529609885251327
79,11,Urban,Night,Premium,210.25675967194184,209.46709915008708,-0.7896605218547563,-0.37556962405719707
98,87,Urban,Afternoon,Premium,603.8458024755097,653.2147722918027,49.368969816292974,8.175757720580537
95,76,Urban,Night,Economy,464.9915827255092,393.4823627528592,-71.50921997264999,-15.378605254207978
79,13,Rural,Evening,Premium,514.9363491532515,500.51740217781355,-14.418946975437962,-2.800141609569439
38,22,Suburban,Night,Premium,450.5387531372676,402.3882122562616,-48.15054088100595,-10.687325018262241
83,41,Suburban,Evening,Economy,741.3443926126964,628.305265605024,-113.03912700767239,-15.247856210160599
59,24,Suburban,Afternoon,Premium,631.6312970255759,556.2424046676455,-75.38889235793044,-11.93558531898995
51,11,Suburban,Afternoon,Economy,71.21364105240121,72.64289163865212,1.4292505862509017,2.0069899040820207
64,46,Rural,Evening,Premium,144.60138253530263,163.51550074846855,18.91411821316592,13.080177991070228
30,6,Rural,Evening,Economy,505.92196882791006,465.21772759587185,-40.704241232038214,-8.045557168892937
60,15,Suburban,Afternoon,Economy,726.3339146351499,627.5417974011891,-98.79211723396077,-13.601473818496517
75,51,Rural,Afternoon,Premium,283.4132787585248,300.12029150614705,16.70701274762223,5.8949294192587995
25,15,Suburban,Afternoon,Premium,148.18648820169864,175.06650736732897,26.88001916563033,18.13931856529562
46,31,Suburban,Morning,Economy,158.59209307103367,211.7008050413773,53.10871197034362,33.48761652736126
48,11,Urban,Night,Economy,57.89462608061131,68.17451764704848,10.279891566437165,17.75621031237623
51,6,Rural,Morning,Economy,142.5577269374603,135.85886849510794,-6.6988584423523605,-4.699049701663055
68,23,Suburban,Morning,Economy,359.128113102171,392.57266350228235,33.444550400111325,9.312707409958861
89,8,Suburban,Morning,Economy,407.5520587692045,389.28206797202944,-18.26999079717507,-4.482860631927591
84,55,Suburban,Afternoon,Economy,487.3991192361553,533.8354187316274,46.436299495472156,9.527366312899055
50,8,Rural,Evening,Premium,89.61312852216915,106.71446371612326,17.101335193954114,19.08351541339555
99,40,Urban,Evening,Premium,510.6580782397596,585.230592170179,74.57251393041935,14.603218299702824
21,9,Urban,Morning,Economy,171.6271185714875,188.30994236877254,16.68282379728504,9.720389141379297
53,19,Suburban,Evening,Economy,520.5653406452625,509.3667336538439,-11.198606991418615,-2.1512394539247417
60,16,Urban,Night,Economy,458.096326804516,390.38390575723076,-67.71242104728526,-14.781262604661805
32,22,Suburban,Night,Premium,530.1491563778454,481.69120294779026,-48.45795343005517,-9.140437714007875
51,25,Rural,Evening,Premium,200.2582591219043,188.5146979482268,-11.743561173677506,-5.864208160587666
22,5,Urban,Night,Premium,128.0167601925525,136.82967038147865,8.81291018892614,6.884184676811433
21,7,Rural,Afternoon,Premium,836.1164185613576,682.4285767655298,-153.6878417958278,-18.38115343557861
55,21,Rural,Morning,Economy,471.0890518884983,423.68539373359056,-47.40365815490776,-10.062568417770764
42,31,Rural,Night,Economy,50.6401755820817,65.69355282837405,15.05337724629235,29.726155316923446
86,26,Rural,Afternoon,Economy,263.1611767019543,343.6751602544392,80.51398355248494,30.59493218624411
48,18,Rural,Afternoon,Premium,524.1655595085831,488.5615713043522,-35.603988204230916,-6.792508122359364
82,65,Urban,Night,Premium,330.2265438250878,408.7737197027904,78.54717587770261,23.785845610069117
63,48,Rural,Morning,Economy,212.7407519371268,248.36837391695465,35.627621979827865,16.746966274875827
44,24,Urban,Night,Economy,48.92895253547415,66.95349619612954,18.024543660655382,36.83819645962652
39,18,Suburban,Afternoon,Economy,734.3951190125542,535.5514994295218,-198.84361958303248,-27.075836213398542
23,7,Rural,Morning,Economy,281.33950234360725,273.2842055071554,-8.055296836451873,-2.863194385910916
31,7,Rural,Morning,Premium,476.28985780068655,474.99727756308226,-1.2925802376042839,-0.27138521142837163
44,7,Rural,Night,Premium,490.3421583214189,397.47750202470087,-92.86465629671801,-18.93874608184216
23,5,Urban,Night,Economy,363.4447759027239,378.21339727791565,14.768621375191742,4.06351180547566
63,46,Urban,Morning,Economy,49.83993575677632,73.21860879849334,23.378673041717015,46.90751038646436
25,15,Urban,Morning,Premium,516.8295590439432,628.2740997506851,111.44454070674192,21.56311278188065
27,11,Rural,Night,Economy,262.6864663772181,319.0816339955387,56.39516761832061,21.468623182641274
57,28,Urban,Afternoon,Economy,423.5098573724167,398.82474216920394,-24.685115203212774,-5.828699090114855
83,26,Suburban,Night,Premium,373.975635759196,322.5334208717456,-51.442214887450405,-13.755499013463593
80,5,Suburban,Evening,Premium,184.24294467848267,213.5459937687195,29.30304909023684,15.904570533961444
50,40,Rural,Evening,Premium,319.11098294212263,288.37227003548116,-30.738712906641467,-9.632608888368022
84,8,Rural,Night,Economy,549.2008068168793,569.5999406183639,20.399133801484595,3.71433063249055
90,54,Rural,Afternoon,Premium,427.8571629452071,366.6562168221686,-61.200946123038534,-14.304060191900103
28,9,Urban,Evening,Premium,164.316390505398,202.3202788954622,38.00388839006419,23.128482967020698
97,64,Rural,Morning,Premium,638.1340201838489,603.6692920153629,-34.464728168485976,-5.400860489863329
99,22,Suburban,Morning,Economy,131.44358716419623,140.96106923221132,9.517482068015084,7.240735187884114
96,53,Rural,Afternoon,Economy,55.6373707994896,88.03958902716141,32.40221822767181,58.2382268645395
88,69,Rural,Evening,Premium,467.92749485577286,431.6835737604281,-36.243921095344774,-7.745627579870268
53,17,Rural,Afternoon,Premium,120.24719290813758,156.01197939470487,35.76478648656729,29.742720492352507
28,14,Rural,Afternoon,Economy,374.65518279544045,339.99842482812085,-34.65675796731961,-9.250307898781156
59,21,Rural,Afternoon,Premium,269.44414015954374,273.6283009897279,4.184160830184169,1.5528861855027303
50,27,Suburban,Morning,Premium,685.6696935694298,653.4515189179901,-32.218174651439654,-4.69878936660007
89,8,Urban,Morning,Premium,528.0024896243917,524.2158267197935,-3.786662904598188,-0.7171676230716126
83,34,Urban,Evening,Premium,812.0729938599545,650.1444341602338,-161.92855969972072,-19.940148351694358
73,14,Urban,Evening,Economy,118.97305838669006,118.42777518081456,-0.5452832058754922,-0.45832494622706527
76,35,Suburban,Afternoon,Premium,406.5899107855241,469.44802003442294,62.85810924889881,15.459830060086372
56,35,Rural,Morning,Economy,134.77582951421903,190.82284216436847,56.04701265014944,41.585359075260904
40,20,Rural,Afternoon,Economy,343.79851998722387,326.3914291768196,-17.40709081040427,-5.063166301894245
27,6,Urban,Night,Premium,460.2837624776103,457.73756132114147,-2.5462011564688396,-0.5531807471902064
32,7,Urban,Morning,Economy,306.390461217286,302.1514599058361,-4.239001311449897,-1.3835291394544043
48,24,Urban,Night,Premium,251.4211394087152,243.0168484003113,-8.404291008403902,-3.342714549846073
71,41,Urban,Afternoon,Premium,614.63671317069,530.463347692874,-84.17336547781599,-13.6948157625658
53,6,Rural,Night,Economy,231.1651667910225,248.3785920946381,17.213425303615594,7.446375049739585
87,44,Rural,Evening,Premium,117.76366453355408,120.89945431706504,3.1357897835109583,2.662782103402944
36,16,Urban,Afternoon,Premium,253.4912438007839,280.101695150147,26.610451349363103,10.497582066493774
39,20,Rural,Morning,Economy,404.5983991889042,359.7759532260014,-44.822445962902805,-11.078255883552202
91,81,Rural,Evening,Premium,135.1772701347079,128.97307891784922,-6.204191216858675,-4.58967044583459
31,18,Urban,Night,Economy,360.8585507409454,434.96606200524286,74.10751126429744,20.536443188649294
94,67,Suburban,Night,Premium,231.3263184773236,261.14566003962585,29.81934156230224,12.890596175387351
83,18,Urban,Morning,Economy,286.409294385432,306.8611255924339,20.451831207001874,7.140770780810994
34,9,Urban,Afternoon,Premium,508.7118174567975,424.85302578048135,-83.85879167631617,-16.484537767483236
32,6,Rural,Morning,Premium,721.7212691270341,607.643300510599,-114.0779686164351,-15.806374773244436
22,7,Urban,Evening,Premium,552.2693747461685,612.7788349159108,60.50946016974228,10.956511973446538
49,20,Rural,Afternoon,Premium,510.62689141008207,637.7778012485644,127.15090983848233,24.90094273871057
61,38,Urban,Night,Economy,415.9794524398186,541.1730183189136,125.19356587909499,30.096093724054136
21,9,Urban,Afternoon,Premium,660.0597080304599,574.4762107331746,-85.58349729728525,-12.966023566664337
40,18,Urban,Afternoon,Premium,644.0445755475266,610.1499798663494,-33.89459568117718,-5.262771703707325
22,6,Urban,Morning,Premium,710.884313751738,661.361426635356,-49.52288711638198,-6.966377813996449
34,11,Suburban,Morning,Economy,478.20015364109577,464.33158691685543,-13.868566724240338,-2.900159403681232
56,31,Rural,Afternoon,Premium,744.4180991800615,650.250531302882,-94.16756787717952,-12.649822456076803
93,36,Urban,Afternoon,Economy,478.7697584495512,432.02982939915063,-46.739929050400576,-9.762506554666954
38,9,Suburban,Morning,Premium,104.0560727191975,128.6362528764243,24.580180157226792,23.62205252888806
76,26,Suburban,Evening,Premium,486.1839276370279,528.1438652298777,41.959937592849826,8.630465798568316
47,24,Suburban,Night,Premium,657.0936874279021,579.4107810368643,-77.68290639103782,-11.82219641998332
64,10,Urban,Evening,Economy,96.3007413779792,137.17589514132152,40.875153763342325,42.44531576647771
56,10,Rural,Afternoon,Economy,609.9082747031204,476.59974108407545,-133.3085336190449,-21.857144614726586
44,25,Rural,Night,Premium,502.1012063441772,561.0908339382721,58.989627594094884,11.748553249573163
34,6,Rural,Morning,Economy,465.719058488387,576.9401392691057,111.22108078071864,23.881582416170758
45,18,Suburban,Night,Economy,308.43591786214927,343.92401121058634,35.488093348437076,11.505823833493329
31,7,Rural,Afternoon,Premium,806.0212701919081,685.4480776446718,-120.57319254723632,-14.959058402829578
95,28,Rural,Evening,Economy,576.9675719994219,576.8790681888916,-0.08850381053036926,-0.015339477437816546
82,59,Rural,Night,Premium,284.2944207006542,297.60080838299496,13.306387682340755,4.680495540343939
95,38,Urban,Afternoon,Premium,478.3662772118347,416.83619749566964,-61.53007971616506,-12.862545427490016
27,12,Suburban,Evening,Economy,119.4823999754907,175.59094721373083,56.108547238240135,46.95967544152915
94,23,Suburban,Night,Premium,532.5097779421501,546.9445701805755,14.434792238425416,2.710709330861068
66,15,Urban,Evening,Premium,291.9008795114952,275.21394394193067,-16.686935569564525,-5.716644498464893
40,6,Rural,Afternoon,Premium,707.8553931548287,510.7644392733046,-197.09095388152406,-27.843392278628087
56,27,Suburban,Evening,Premium,435.7154538108565,479.43681098755974,43.721357176703236,10.03438294288332
54,6,Suburban,Morning,Economy,504.0841142440527,527.360896794278,23.276782550225278,4.617638583023428
46,15,Suburban,Morning,Premium,497.3770093020007,436.5945619410694,-60.782447360931315,-12.220598504589306
65,16,Suburban,Evening,Premium,460.8002858653508,516.7580116631415,55.95772579779066,12.143596155264087
96,48,Urban,Night,Economy,272.4960775620536,298.03362563231593,25.537548070262346,9.371712172424523
47,9,Suburban,Night,Economy,246.9535423209308,293.42707511633455,46.47353279540374,18.818735037624453
20,7,Urban,Night,Economy,482.7422075016093,513.7117963734561,30.96958887184678,6.415347237219472
94,57,Suburban,Afternoon,Economy,205.495759583372,217.67961951405647,12.183859930684463,5.9290079539287674
52,30,Suburban,Night,Economy,531.6062153403296,504.1041425448333,-27.50207279549636,-5.173391883292744
71,6,Suburban,Afternoon,Economy,550.9983736824666,535.1818046111805,-15.816569071286153,-2.8705291751733992
46,8,Rural,Evening,Premium,396.9586997774456,410.6055045518081,13.646804774362522,3.437839952119348
53,40,Urban,Night,Economy,318.2115758092651,382.04008150785796,63.828505698592835,20.05851155359961
26,11,Urban,Morning,Economy,427.0550612068028,451.1872360303101,24.132174823507285,5.650834521270596
100,46,Suburban,Afternoon,Economy,448.31285347772814,557.984585759514,109.67173228178581,24.463213898736505
74,38,Urban,Evening,Economy,455.4083398759809,544.045606003827,88.63726612784603,19.46325053071803
53,5,Rural,Night,Premium,179.17081970350634,182.36733569764198,3.1965159941356376,1.7840605961535836
75,63,Urban,Afternoon,Economy,104.18588264010208,120.027650459271,15.841767819168922,15.205292135300569
44,9,Suburban,Morning,Premium,91.67748868757226,106.9248427483673,15.247354060795033,16.631513667173515
76,60,Suburban,Evening,Premium,264.08573637935564,287.14706973934744,23.061333359991806,8.732517581663142
88,18,Suburban,Evening,Economy,424.65693227127065,403.595905039363,-21.061027231907644,-4.959539249545059
54,35,Rural,Evening,Premium,218.9504185416184,250.07909318714766,31.12867464552926,14.217225458106295
49,30,Urban,Afternoon,Premium,248.1703336422785,304.2892141330656,56.11888049078712,22.61304954027215
25,8,Urban,Afternoon,Economy,422.4367392307234,402.6765307185868,-19.760208512136614,-4.677672815134606
36,18,Suburban,Afternoon,Economy,280.5240756909656,303.9920066104188,23.46793091945318,8.365745742731262
42,25,Suburban,Morning,Premium,565.9834811108678,406.1558267287998,-159.82765438206803,-28.238925642912914
29,14,Rural,Night,Premium,828.2131345744126,702.0427140546825,-126.1704205197301,-15.234052112028424
52,16,Urban,Morning,Economy,132.84680584297232,177.28689412294582,44.44008827997351,33.45213157213777
37,6,Rural,Evening,Economy,86.17345483820148,91.4053825433221,5.231927705120626,6.071391375620308
91,17,Rural,Afternoon,Premium,545.3868063047398,558.0302396895507,12.643433384810919,2.3182506871547397
29,8,Rural,Morning,Premium,531.0619846358322,482.62627825207096,-48.43570638376127,-9.120537297915483
62,45,Rural,Afternoon,Premium,108.6023564641184,125.11045097489767,16.508094510779273,15.200493845852648
69,7,Urban,Afternoon,Premium,462.66304412150464,405.58763752382123,-57.07540659768341,-12.336279571682034
32,14,Suburban,Afternoon,Premium,254.9510771161675,346.4458040492982,91.49472693313069,35.887170184984726
78,31,Urban,Evening,Premium,271.0126649576171,283.0538498100326,12.041184852415483,4.4430340014916165
53,10,Rural,Evening,Economy,424.48842846396354,607.488729987799,183.0003015238355,43.110786832525186
60,50,Suburban,Afternoon,Premium,151.77728650517233,191.5158325245159,39.73854601934357,26.182142884725607
97,58,Urban,Morning,Premium,383.0749064097095,351.0935919716153,-31.981314438094216,-8.348579847694145
87,77,Urban,Night,Premium,97.78450586126137,102.98250626738239,5.198000406121025,5.315771001078692
74,20,Rural,Night,Economy,119.59407325541466,129.50236791029442,9.908294654879768,8.284937861192185
90,58,Urban,Afternoon,Premium,126.57277068445282,127.48015171363825,0.9073810291854301,0.7168848594201513
21,8,Rural,Afternoon,Premium,829.5343798843528,691.8593420236267,-137.6750378607261,-16.596664490255325
70,35,Urban,Night,Premium,418.815349545453,405.34188039601133,-13.473469149441655,-3.2170428242576654
37,7,Suburban,Evening,Economy,233.21310275336955,222.06679198893758,-11.146310764431973,-4.7794530550968055
30,11,Rural,Night,Premium,701.141472496938,593.108178213558,-108.03329428338009,-15.408201985063988
64,22,Urban,Evening,Premium,388.72966746525947,421.83696324027323,33.10729577501377,8.516791628200734
40,23,Urban,Night,Economy,528.60807288888,607.0845853378962,78.47651244901624,14.84587853911058
28,18,Urban,Afternoon,Premium,382.03843862699455,367.5175764896892,-14.520862137305357,-3.8008903474456104
85,19,Rural,Morning,Economy,587.331264277609,576.7757391952595,-10.555525082349504,-1.797201294116758
92,77,Urban,Night,Economy,167.7398193291184,185.0818763498893,17.34205702077091,10.338664420965223
93,56,Suburban,Evening,Premium,304.8360144837103,326.62458973075877,21.78857524704847,7.14763814372491
36,25,Rural,Afternoon,Economy,354.1540979676975,379.7853845415987,25.631286573901207,7.237325989162787
94,50,Suburban,Night,Premium,250.4603273046531,223.22017851689588,-27.24014878775722,-10.876033374588323
27,8,Rural,Afternoon,Economy,495.2197782062817,540.4757217015384,45.2559434952567,9.13855736117339
86,41,Rural,Morning,Premium,301.5483736351267,303.781594726766,2.2332210916392796,0.7405846911784294
22,11,Rural,Evening,Economy,433.03454356764814,390.7283084761932,-42.30623509145494,-9.769713691408063
95,56,Rural,Morning,Premium,671.4712089285143,555.8836007249837,-115.58760820353064,-17.214082549864955
99,89,Urban,Afternoon,Economy,49.71329085631081,74.77982513629114,25.066534279980324,50.42219866802134
22,8,Rural,Morning,Economy,408.129769999122,440.07501923212396,31.94524923300196,7.827228391859453
100,85,Suburban,Evening,Economy,329.4837131421355,385.0885999256143,55.604886783478776,16.876368866066365
61,38,Rural,Evening,Premium,383.3178042225475,296.49561132147727,-86.82219290107025,-22.650185288722678
33,18,Suburban,Night,Economy,313.06815696851334,342.6051130911869,29.536956122673587,9.434672759019772
39,22,Rural,Evening,Premium,706.6896358975697,621.6382411777201,-85.05139471984955,-12.035183537370743
37,5,Urban,Evening,Premium,142.6153122038585,159.36008417304126,16.74477196918275,11.74121608011297
95,53,Suburban,Afternoon,Premium,708.8224028092762,603.7892376469591,-105.03316516231712,-14.817980462530405
28,6,Suburban,Afternoon,Premium,593.065918046481,572.8858977567905,-20.180020289690447,-3.402660593979514
66,17,Urban,Night,Economy,604.3834014812801,523.8511334864655,-80.53226799481456,-13.324698824858269
60,11,Suburban,Evening,Economy,100.2582627032478,108.42311611811108,8.164853414863288,8.143820962697365
94,34,Suburban,Afternoon,Premium,685.7612504810801,621.4871139106626,-64.27413657041745,-9.372669646371445
63,12,Urban,Evening,Premium,446.41301231617626,470.45303198204766,24.040019665871398,5.385152090693276
38,8,Suburban,Night,Premium,291.107936848218,275.7466446275141,-15.361292220703888,-5.276837308875291
35,21,Suburban,Morning,Premium,193.64239387562827,199.5436763923297,5.9012825167014284,3.047515783393835
83,64,Suburban,Evening,Economy,304.52612995371493,386.36809924586856,81.84196929215364,26.875187789170283
62,14,Rural,Morning,Premium,386.834933294766,342.93338860778033,-43.90154468698569,-11.348909032869832
88,48,Urban,Night,Economy,230.83258579661484,301.940419587078,71.10783379046316,30.80493750267817
68,11,Rural,Evening,Economy,333.9106726820272,331.7135875186075,-2.197085163419729,-0.6579859055634155
