Number_of_Riders,Number_of_Drivers,Location_Category,Time_of_Booking,Vehicle_Type,Static_Price,ML_Predicted_Price,Revenue_Lift,Revenue_Lift_Pct
75,56,Urban,Evening,Premium,124.49060049402551,158.99053765111813,34.49993715709262,27.71288516577468
25,6,Rural,Morning,Premium,235.27811761739352,254.767338852638,19.489221235244486,8.28348230281986
88,16,Suburban,Morning,Economy,127.33149010162909,118.36937873676767,-8.962111364861414,-7.038409240093195
43,26,Rural,Evening,Economy,391.0269903920518,388.2513781813795,-2.775612210672307,-0.7098262470039268
39,20,Rural,Morning,Economy,319.5430197104816,367.9229966676418,48.37997695716024,15.140364199159906
77,63,Suburban,Morning,Economy,380.2853707615285,374.50764078656397,-5.7777299749645294,-1.5193142884761826
41,14,Suburban,Morning,Premium,179.62342246641472,209.66233541183354,30.038912945418815,16.723271683031967
51,20,Rural,Morning,Economy,452.112640122952,495.5268970116831,43.41425688873113,9.602531103073037
30,10,Suburban,Evening,Economy,565.6691466337952,581.0705330357362,15.401386401940954,2.7226845398219246
29,8,Urban,Afternoon,Premium,402.1558775823215,443.58939273207557,41.433515149754044,10.302849581322501
21,5,Rural,Afternoon,Premium,689.8421599513094,637.8397706078762,-52.002389343433265,-7.538302580274843
50,15,Suburban,Night,Economy,307.6469280930268,327.6603640613016,20.01343596827479,6.505326119239875
61,42,Rural,Night,Economy,186.5262770863605,198.59718155207827,12.070904465717774,6.471423037156862
67,5,Suburban,Morning,Premium,91.06777716361007,81.93693404098843,-9.130843122621641,-10.026425819329484
73,22,Suburban,Night,Economy,143.8549860520897,166.41779755786885,22.562811505779138,15.68441395393078
35,18,Urban,Morning,Economy,553.837359075948,518.6022794513726,-35.235079624575405,-6.361990401543786
96,58,Urban,Morning,Economy,336.56848365859423,313.26184288672636,-23.306640771867876,-6.9247840791621735
38,28,Urban,Morning,Economy,95.02020685904614,85.51946379015055,-9.500743068895588,-9.998655425986474
75,28,Urban,Evening,Premium,575.0117219060105,586.2200169250867,11.208295019076218,1.9492289621372776
57,26,Suburban,Afternoon,Premium,264.675747588135,241.09534377959122,-23.580403808543764,-8.909166791223164
36,10,Rural,Night,Economy,185.61792391524813,181.41253022658893,-4.2053936886592,-2.2656183195860726
73,27,Rural,Evening,Economy,251.1556502722435,228.35035878159235,-22.805291490651143,-9.080142718641229
68,29,Rural,Evening,Economy,299.689056274687,378.4597196813071,78.77066340662009,26.28413075398422
25,9,Rural,Night,Economy,92.65681121424488,124.2668906888599,31.61007947461502,34.11522483924565
97,25,Urban,Night,Premium,332.2293764400841,405.961966095752,73.73258965566794,22.193278163939016
30,7,Rural,Evening,Economy,184.11208970364285,157.71918003999417,-26.39290966364868,-14.335239856400625
83,7,Suburban,Morning,Premium,124.5817744544144,147.0883735028085,22.506599048394108,18.065723615639683
27,5,Rural,Evening,Economy,60.98181721983856,80.24318956249645,19.261372342657893,31.585435168684672
58,21,Suburban,Afternoon,Economy,35.88598786056829,80.42856090900653,44.54257304843824,124.12246590926887
32,15,Urban,Evening,Premium,132.12301879164062,130.92529582843758,-1.1977229632030344,-0.9065210393745665
76,8,Urban,Afternoon,Economy,561.5796822292014,546.5279212422963,-15.051760986905037,-2.6802538380941385
21,9,Suburban,Morning,Economy,546.3787898746884,676.1332132736173,129.7544233989289,23.748071082460573
47,37,Urban,Night,Economy,147.4597413359118,126.83710956767408,-20.62263176823771,-13.985262405458561
33,20,Suburban,Morning,Premium,668.8922140357987,630.2838171805676,-38.60839685523115,-5.771990769975512
92,66,Rural,Evening,Economy,62.06928479024478,74.73762174941112,12.66833695916634,20.409993448413925
24,7,Rural,Afternoon,Premium,477.7411361723483,466.00090004449083,-11.740236127857486,-2.4574471903173345
75,9,Rural,Night,Economy,411.0057654245888,482.52484124063307,71.51907581604428,17.40099089416948
89,76,Urban,Night,Premium,650.2985711974341,681.3498455713486,31.051274373914566,4.774925818572533
67,20,Urban,Evening,Economy,243.22861759627588,253.56039590442273,10.331778308146852,4.2477642681405605
61,23,Suburban,Evening,Premium,680.9330686248741,600.0668022799158,-80.86626634495826,-11.875802493814188
80,67,Rural,Night,Economy,432.30725774113824,622.2205514188233,189.9132936776851,43.93016547304961
66,15,Suburban,Night,Economy,720.729944900258,637.3932035065151,-83.33674139374295,-11.562824880999768
39,12,Suburban,Morning,Premium,510.4543750320455,635.355000147152,124.90062511510655,24.468518877375768
46,22,Urban,Morning,Economy,522.7974318549136,464.841822713406,-57.95560914150764,-11.08567211890808
89,74,Rural,Morning,Premium,432.16279228896633,450.7472827101024,18.58449042113608,4.300344859098729
60,16,Urban,Night,Premium,382.4570671338528,507.9739602200988,125.516893086246,32.81855765586297
58,13,Rural,Morning,Premium,351.43931589566165,368.66693254939173,17.22761665373008,4.902017467745346
68,16,Urban,Morning,Premium,510.19578633034166,554.8042363863551,44.60845005601345,8.743398368078715
45,19,Suburban,Night,Economy,313.92644056486665,357.2524336933489,43.32599312848225,13.801320159755642
91,61,Suburban,Night,Economy,372.2298219510593,358.0332158117356,-14.196606139323706,-3.8139357198495163
39,12,Urban,Morning,Premium,314.46800852423786,283.1007812654516,-31.367227258786272,-9.974695806415749
97,9,Rural,Evening,Premium,491.5779538643877,484.62246048714337,-6.955493377244352,-1.4149319192542906
42,18,Suburban,Afternoon,Economy,527.1558943563921,452.70797566998584,-74.44791868640624,-14.122562126958698
27,15,Urban,Evening,Economy,432.849396942834,370.57582053903167,-62.27357640380234,-14.386892264060783
67,48,Rural,Evening,Premium,544.6027807887253,610.859328780425,66.25654799169968,12.166031891306742
69,51,Urban,Night,Premium,470.18271352951473,526.2894399756955,56.106726446180744,11.932962406253747
69,47,Urban,Night,Economy,53.5391040086766,73.37708905072898,19.83798504205238,37.0532630483271
93,18,Suburban,Afternoon,Economy,352.0685727015968,316.1041552835042,-35.96441741809258,-10.215174033319636
84,74,Suburban,Afternoon,Premium,396.3698341114785,416.8890450202564,20.519210908777893,5.176784190647286
96,48,Urban,Morning,Economy,367.7829980600229,448.47460580229193,80.69160774226901,21.940004885462372
30,13,Suburban,Night,Premium,352.9356730761453,392.43387038433957,39.49819730819428,11.191330409854208
60,48,Suburban,Morning,Economy,339.1055825696459,285.3164767685672,-53.78910580107868,-15.862052577689845
72,39,Urban,Night,Premium,347.8959667426787,395.9124101616115,48.016443418932795,13.801954609737734
31,13,Suburban,Morning,Economy,469.2509135918648,420.4856234210708,-48.765290170794,-10.392156681703991
71,13,Rural,Night,Premium,213.8430201203033,260.96385832108626,47.12083820078297,22.035247245513947
91,61,Rural,Morning,Premium,567.5392184514062,534.5988806944747,-32.94033775693151,-5.804063699212344
91,60,Rural,Evening,Premium,492.179013222281,428.2271639538855,-63.951849268395506,-12.993615646003413
32,6,Urban,Afternoon,Economy,173.88747446193491,157.6772534555705,-16.210221006364407,-9.322247652698486
23,10,Suburban,Evening,Economy,418.10682439062094,435.19858502886336,17.09176063824242,4.087893246696747
61,47,Suburban,Night,Premium,658.3040013013618,664.1973637541026,5.893362452740803,0.8952341837647297
57,40,Urban,Afternoon,Economy,764.5953413909641,656.3556688804917,-108.23967251047236,-14.156465080412472
89,70,Suburban,Afternoon,Economy,384.2092919756728,335.21076391375,-48.9985280619228,-12.75308252175881
64,45,Rural,Night,Premium,404.6018875393623,389.8977574649762,-14.704130074386057,-3.634221818343728
91,29,Urban,Afternoon,Premium,446.81702579708536,400.28492692814535,-46.53209886894001,-10.41412842000157
91,53,Suburban,Night,Economy,158.1067231747087,167.34710881529892,9.240385640590233,5.844397666998362
69,37,Suburban,Evening,Premium,284.2362895344896,272.9716418196959,-11.264647714793682,-3.963127907855276
71,61,Suburban,Afternoon,Economy,591.2989763287625,584.0230928108493,-7.275883517913144,-1.2304914787925745
38,7,Rural,Evening,Economy,36.00027803358747,69.83987545381041,33.83959742022294,93.99815576049532
100,32,Suburban,Evening,Premium,581.1370845965885,581.3723721586776,0.23528756208918367,0.04048744578957901
65,51,Suburban,Night,Premium,588.1367698544636,545.8423848275377,-42.294385026925966,-7.19124992599797
73,38,Urban,Evening,Premium,400.2673330229722,363.09844038419607,-37.16889263877613,-9.286017012195929
56,25,Suburban,Evening,Premium,575.4102708388258,626.2226865511601,50.812415712334314,8.830641072544745
75,55,Rural,Morning,Economy,190.9788526811355,227.5516459000445,36.572793218909,19.150179564630708
97,21,Urban,Afternoon,Premium,398.1593839328215,419.60322772968584,21.443843796864314,5.385743665024952
94,71,Rural,Night,Premium,770.8733244527833,707.5663831478613,-63.30694130492202,-8.21236632489021
53,22,Urban,Afternoon,Premium,211.0820229741896,278.53072567590533,67.44870270171572,31.95378827213681
81,8,Rural,Afternoon,Premium,618.4288567281086,487.47154574726227,-130.95731098084633,-21.175808592389398
47,34,Rural,Morning,Premium,739.2271199769044,674.6388823317507,-64.58823764515375,-8.73726570626517
80,48,Suburban,Night,Economy,128.7410738814351,145.42444033477216,16.683366453337044,12.958852952167927
75,55,Rural,Night,Premium,584.4917299915722,586.7055375911295,2.213807599557299,0.37875772846079786
89,12,Urban,Afternoon,Economy,328.31398217312767,340.1136928881026,11.799710714974935,3.594032345766094
30,13,Rural,Afternoon,Economy,274.6803754439265,349.23950373311,74.55912828918349,27.1439589263282
64,5,Rural,Evening,Premium,108.2430435427408,108.50727888042763,0.26423533768682717,0.24411299704677217
55,29,Suburban,Morning,Economy,181.78093960037765,198.02056498140374,16.239625381026087,8.933623853373652
94,76,Suburban,Morning,Premium,405.317954516569,402.39756910103415,-2.920385415534838,-0.720517160168254
53,28,Urban,Evening,Economy,775.7916851510323,638.3637114497848,-137.42797370124754,-17.71454584158025
29,7,Suburban,Morning,Economy,289.1296809487768,369.05846929489206,79.92878834611525,27.644615414034824
29,17,Urban,Morning,Economy,674.132847635612,530.9615585305799,-143.1712891050322,-21.237844974796474
75,42,Suburban,Afternoon,Economy,479.11995337350106,518.6305448540733,39.5105914805722,8.246492595930661
74,53,Suburban,Night,Economy,676.4404324115253,617.7119120790137,-58.72852033251161,-8.681994380960214
89,75,Urban,Evening,Economy,54.44953818628992,72.21850743823467,17.768969251944746,32.633829126614835
29,13,Suburban,Evening,Premium,267.7404170012178,342.5492480101178,74.80883100890003,27.940806190856037
40,20,Rural,Evening,Premium,445.4842486108808,464.10927893589616,18.62503032501536,4.180850475205881
79,11,Urban,Night,Premium,210.25675967194184,192.43798547741397,-17.81877419452786,-8.474768764785509
98,87,Urban,Afternoon,Premium,603.8458024755097,644.8230012210628,40.977198745553096,6.786036861987629
95,76,Urban,Night,Economy,464.9915827255092,390.9459613181504,-74.0456214073588,-15.924077802300546
79,13,Rural,Evening,Premium,514.9363491532515,516.6593828884484,1.72303373519685,0.3346110131922448
38,22,Suburban,Night,Premium,450.5387531372676,403.65446965109624,-46.88428348617134,-10.406270972185807
83,41,Suburban,Evening,Economy,741.3443926126964,673.6837414598376,-67.6606511528588,-9.12675024281286
59,24,Suburban,Afternoon,Premium,631.6312970255759,579.9851256054253,-51.64617142015061,-8.176632738649642
51,11,Suburban,Afternoon,Economy,71.21364105240121,72.66547113455132,1.45183008215011,2.0386966046038966
64,46,Rural,Evening,Premium,144.60138253530263,169.9188195973039,25.31743706200126,17.5084336111519
30,6,Rural,Evening,Economy,505.92196882791006,424.12661481827683,-81.79535400963323,-16.167582957334677
60,15,Suburban,Afternoon,Economy,726.3339146351499,640.7263630616393,-85.60755157351059,-11.786252830629937
75,51,Rural,Afternoon,Premium,283.4132787585248,290.045238949219,6.631960190694201,2.3400315679438566
25,15,Suburban,Afternoon,Premium,148.18648820169864,156.56525893106573,8.37877072936709,5.654206959788826
46,31,Suburban,Morning,Economy,158.59209307103367,199.4604525661434,40.86835949510973,25.76948112842216
48,11,Urban,Night,Economy,57.89462608061131,61.13084850047619,3.2362224198648804,5.589849419458775
51,6,Rural,Morning,Economy,142.5577269374603,130.25675758631337,-12.300969351146932,-8.62876367027326
68,23,Suburban,Morning,Economy,359.128113102171,389.23661996320897,30.108506861037938,8.383778869595805
89,8,Suburban,Morning,Economy,407.5520587692045,375.0032713012904,-32.54878746791411,-7.986412230675638
84,55,Suburban,Afternoon,Economy,487.3991192361553,539.3563567435267,51.95723750737142,10.660100820206248
50,8,Rural,Evening,Premium,89.61312852216915,107.5893619572167,17.976233435047547,20.05982129125249
99,40,Urban,Evening,Premium,510.6580782397596,575.5353069043122,64.87722866455255,12.704631813166376
21,9,Urban,Morning,Economy,171.6271185714875,184.7896862369069,13.162567665419402,7.669281973021545
53,19,Suburban,Evening,Economy,520.5653406452625,504.7890159248407,-15.77632472042177,-3.0306137363786756
60,16,Urban,Night,Economy,458.096326804516,403.74610048802333,-54.350226316492694,-11.864366321296792
32,22,Suburban,Night,Premium,530.1491563778454,464.7933829076909,-65.35577347015453,-12.32780863345833
51,25,Rural,Evening,Premium,200.2582591219043,182.41541821553358,-17.842840906370725,-8.909915118911103
22,5,Urban,Night,Premium,128.0167601925525,140.6806861345728,12.663925942020285,9.892396841610603
21,7,Rural,Afternoon,Premium,836.1164185613576,707.8151610850314,-128.3012574763262,-15.344903488091347
55,21,Rural,Morning,Economy,471.0890518884983,429.7073297957544,-41.38172209274393,-8.784267417562175
42,31,Rural,Night,Economy,50.6401755820817,33.43216430094588,-17.208011281135825,-33.98094711035052
86,26,Rural,Afternoon,Economy,263.1611767019543,330.9777575536274,67.81658085167311,25.76997933417794
48,18,Rural,Afternoon,Premium,524.1655595085831,470.59392930811885,-53.571630200464256,-10.220364392252106
82,65,Urban,Night,Premium,330.2265438250878,425.77428572882917,95.54774190374138,28.933998096273715
63,48,Rural,Morning,Economy,212.7407519371268,250.70340850690008,37.96265656977329,17.84456255987698
44,24,Urban,Night,Economy,48.92895253547415,78.32784682858619,29.398894293112036,60.08486339820465
39,18,Suburban,Afternoon,Economy,734.3951190125542,553.1459789522322,-181.24914006032202,-24.68005782827427
23,7,Rural,Morning,Economy,281.33950234360725,281.46528123018436,0.125778886577109,0.044707154711424765
31,7,Rural,Morning,Premium,476.28985780068655,492.0192343941357,15.72937659344916,3.30247985251692
44,7,Rural,Night,Premium,490.3421583214189,392.7281076665293,-97.61405065488958,-19.90733388886045
23,5,Urban,Night,Economy,363.4447759027239,379.6431803622694,16.198404459545486,4.456909421606597
63,46,Urban,Morning,Economy,49.83993575677632,48.135324340931504,-1.7046114158448162,-3.4201717758294956
25,15,Urban,Morning,Premium,516.8295590439432,610.5923789156363,93.76281987169318,18.141922850763464
27,11,Rural,Night,Economy,262.6864663772181,315.5116804528489,52.82521407563081,20.109606255761094
57,28,Urban,Afternoon,Economy,423.5098573724167,398.7331354974121,-24.776721875004625,-5.850329441852169
83,26,Suburban,Night,Premium,373.975635759196,318.3805541050436,-55.59508165415241,-14.865963538317306
80,5,Suburban,Evening,Premium,184.24294467848267,195.23500802656673,10.99206334808406,5.966070162016792
50,40,Rural,Evening,Premium,319.11098294212263,283.38375150132396,-35.727231440798676,-11.195863931539627
84,8,Rural,Night,Economy,549.2008068168793,589.7129064197087,40.51209960282938,7.376555005014292
90,54,Rural,Afternoon,Premium,427.8571629452071,376.87455641382195,-50.98260653138516,-11.915800633192665
28,9,Urban,Evening,Premium,164.316390505398,187.49779451708122,23.181404011683213,14.107785559543236
97,64,Rural,Morning,Premium,638.1340201838489,630.0016732916687,-8.13234689218018,-1.2743948191066854
99,22,Suburban,Morning,Economy,131.44358716419623,140.7736474305068,9.330060266310568,7.098147933725878
96,53,Rural,Afternoon,Economy,55.6373707994896,96.07216256481766,40.43479176532806,72.67559768604124
88,69,Rural,Evening,Premium,467.92749485577286,467.5950394920958,-0.3324553636770702,-0.07104847809371437
53,17,Rural,Afternoon,Premium,120.24719290813758,171.17401036261498,50.9268174544774,42.35177239720079
28,14,Rural,Afternoon,Economy,374.65518279544045,350.30355903952346,-24.35162375591699,-6.499742930077877
59,21,Rural,Afternoon,Premium,269.44414015954374,274.3318820756341,4.887741916090363,1.8140093576339142
50,27,Suburban,Morning,Premium,685.6696935694298,610.4520913205052,-75.21760224892455,-10.969947039274842
89,8,Urban,Morning,Premium,528.0024896243917,507.31972356415383,-20.682766060237896,-3.9171720714709353
83,34,Urban,Evening,Premium,812.0729938599545,631.8599773562355,-180.21301650371902,-22.191726343112148
73,14,Urban,Evening,Economy,118.97305838669006,113.49906579803115,-5.473992588658902,-4.601035446922071
76,35,Suburban,Afternoon,Premium,406.5899107855241,493.1352830842384,86.54537229871426,21.28566646710692
56,35,Rural,Morning,Economy,134.77582951421903,170.57947440917545,35.80364489495642,26.56533075997806
40,20,Rural,Afternoon,Economy,343.79851998722387,321.6443162736459,-22.154203713577942,-6.443949704728579
27,6,Urban,Night,Premium,460.2837624776103,458.8581652346735,-1.425597242936817,-0.3097213847525553
32,7,Urban,Morning,Economy,306.390461217286,289.68042610348715,-16.710035113798824,-5.453836600333455
48,24,Urban,Night,Premium,251.4211394087152,237.34593961986286,-14.07519978885233,-5.598256304920887
71,41,Urban,Afternoon,Premium,614.63671317069,526.2626577331923,-88.37405543749765,-14.378258497057173
53,6,Rural,Night,Economy,231.1651667910225,240.25391760205198,9.088750811029485,3.9317129553718098
87,44,Rural,Evening,Premium,117.76366453355408,142.60147618139408,24.83781164784,21.09123535363748
36,16,Urban,Afternoon,Premium,253.4912438007839,276.1218410438342,22.63059724305029,8.927565664096642
39,20,Rural,Morning,Economy,404.5983991889042,354.503771464931,-50.09462772397319,-12.381321286588767
91,81,Rural,Evening,Premium,135.1772701347079,169.2209091060555,34.043638971347605,25.18444035555843
31,18,Urban,Night,Economy,360.8585507409454,442.14936189293354,81.29081115198812,22.527056927174076
94,67,Suburban,Night,Premium,231.3263184773236,260.0359613055264,28.709642828202817,12.41088476969695
83,18,Urban,Morning,Economy,286.409294385432,318.94708363397103,32.53778924853901,11.360591253980626
34,9,Urban,Afternoon,Premium,508.7118174567975,433.61504412056945,-75.09677333622807,-14.762144451776113
32,6,Rural,Morning,Premium,721.7212691270341,641.824612884222,-79.89665624281213,-11.070292599170868
22,7,Urban,Evening,Premium,552.2693747461685,609.7345962611653,57.465221514996756,10.40528845935168
49,20,Rural,Afternoon,Premium,510.62689141008207,622.1629827932438,111.53609138316176,21.842972483324942
61,38,Urban,Night,Economy,415.9794524398186,517.7089572260201,101.72950478620146,24.455415811894955
21,9,Urban,Afternoon,Premium,660.0597080304599,584.2136455360755,-75.84606249438434,-11.490788116835676
40,18,Urban,Afternoon,Premium,644.0445755475266,609.7031984305063,-34.34137711702033,-5.332142901417255
22,6,Urban,Morning,Premium,710.884313751738,657.1313307482461,-53.75298300349186,-7.561424828718898
34,11,Suburban,Morning,Economy,478.20015364109577,453.4641706511159,-24.735982989979846,-5.172725855823329
56,31,Rural,Afternoon,Premium,744.4180991800615,680.5366364588523,-63.88146272120923,-8.58139569572145
93,36,Urban,Afternoon,Economy,478.7697584495512,442.83824430547617,-35.93151414407504,-7.504967368957412
38,9,Suburban,Morning,Premium,104.0560727191975,129.51171460410134,25.45564188490384,24.463389036022576
76,26,Suburban,Evening,Premium,486.1839276370279,556.0204060065183,69.83647836949041,14.364209592224217
47,24,Suburban,Night,Premium,657.0936874279021,583.4718623345259,-73.62182509337617,-11.204159544061081
64,10,Urban,Evening,Economy,96.3007413779792,122.77015092119072,26.469409543211526,27.486194980908223
56,10,Rural,Afternoon,Economy,609.9082747031204,443.04615584955684,-166.86211885356352,-27.358559602226336
44,25,Rural,Night,Premium,502.1012063441772,562.5704923513822,60.46928600720497,12.04324650950049
34,6,Rural,Morning,Economy,465.719058488387,571.3923737009726,105.67331521258558,22.690356618768394
45,18,Suburban,Night,Economy,308.43591786214927,344.8408980956845,36.40498023353524,11.803093649360868
31,7,Rural,Afternoon,Premium,806.0212701919081,719.7796868002205,-86.24158339168764,-10.699665949405295
95,28,Rural,Evening,Economy,576.9675719994219,588.2595787657385,11.292006766316604,1.9571302295526443
82,59,Rural,Night,Premium,284.2944207006542,291.36714397173535,7.072723271081145,2.487816417096809
95,38,Urban,Afternoon,Premium,478.3662772118347,443.69630469205873,-34.66997251977597,-7.247578721863598
27,12,Suburban,Evening,Economy,119.4823999754907,172.04741251934615,52.56501254385546,43.99393764658065
94,23,Suburban,Night,Premium,532.5097779421501,566.0334092533743,33.52363131122422,6.295402018865108
66,15,Urban,Evening,Premium,291.9008795114952,267.1773780753497,-24.72350143614551,-8.469827661198222
40,6,Rural,Afternoon,Premium,707.8553931548287,524.2738559081255,-183.5815372467032,-25.9348927792302
56,27,Suburban,Evening,Premium,435.7154538108565,486.8622377177841,51.146783906927624,11.738574672894291
54,6,Suburban,Morning,Economy,504.0841142440527,495.887772862688,-8.196341381364732,-1.6259868442107792
46,15,Suburban,Morning,Premium,497.3770093020007,412.9545640251176,-84.42244527688314,-16.97353188788486
65,16,Suburban,Evening,Premium,460.8002858653508,530.0359030329315,69.2356171675807,15.025081210086716
96,48,Urban,Night,Economy,272.4960775620536,302.00457313554875,29.508495573495168,10.828961590016064
47,9,Suburban,Night,Economy,246.9535423209308,292.1401116708985,45.18656934996767,18.29759918618419
20,7,Urban,Night,Economy,482.7422075016093,528.0818499201545,45.33964241854517,9.392102392122823
94,57,Suburban,Afternoon,Economy,205.495759583372,201.32842182884218,-4.167337754529825,-2.027943429576749
52,30,Suburban,Night,Economy,531.6062153403296,512.0223181261993,-19.58389721413039,-3.6839105053715273
71,6,Suburban,Afternoon,Economy,550.9983736824666,509.33890131285534,-41.65947236961131,-7.560725105446342
46,8,Rural,Evening,Premium,396.9586997774456,414.6441259411991,17.685426163753505,4.455230776821069
53,40,Urban,Night,Economy,318.2115758092651,367.6193634277632,49.40778761849805,15.52670970339335
26,11,Urban,Morning,Economy,427.0550612068028,440.10337791192353,13.048316705120726,3.0554178817709965
100,46,Suburban,Afternoon,Economy,448.31285347772814,540.465182814365,92.15232933663685,20.555361868788115
74,38,Urban,Evening,Economy,455.4083398759809,549.894929440247,94.48658956426607,20.747663424432925
53,5,Rural,Night,Premium,179.17081970350634,161.59889573437678,-17.571923969129557,-9.807358139125418
75,63,Urban,Afternoon,Economy,104.18588264010208,118.43071722114964,14.244834581047556,13.67251898249465
44,9,Suburban,Morning,Premium,91.67748868757226,111.87444669559618,20.196958008023913,22.03044422044885
76,60,Suburban,Evening,Premium,264.08573637935564,323.1550770381488,59.06934065879318,22.367486206805527
88,18,Suburban,Evening,Economy,424.65693227127065,416.01949737049847,-8.637434900772178,-2.033979488942992
54,35,Rural,Evening,Premium,218.9504185416184,253.6016993164979,34.651280774879496,15.826085652488914
49,30,Urban,Afternoon,Premium,248.1703336422785,293.9041499429007,45.73381630062218,18.428397798160887
25,8,Urban,Afternoon,Economy,422.4367392307234,376.1028359078611,-46.333903322862284,-10.968246608294164
36,18,Suburban,Afternoon,Economy,280.5240756909656,304.9007724677746,24.376696776808956,8.689698635229838
42,25,Suburban,Morning,Premium,565.9834811108678,418.0987312673155,-147.88474984355236,-26.128810253135974
29,14,Rural,Night,Premium,828.2131345744126,733.5131949382459,-94.69993963616673,-11.434247500171493
52,16,Urban,Morning,Economy,132.84680584297232,177.8525722930753,45.00576645010298,33.87794397051648
37,6,Rural,Evening,Economy,86.17345483820148,78.85691552109239,-7.31653931710909,-8.490479267480408
91,17,Rural,Afternoon,Premium,545.3868063047398,585.0297010588044,39.64289475406463,7.268766735056256
29,8,Rural,Morning,Premium,531.0619846358322,505.0122904505063,-26.049694185325905,-4.905207855009447
62,45,Rural,Afternoon,Premium,108.6023564641184,117.2972165703284,8.694860106210001,8.006143134732747
69,7,Urban,Afternoon,Premium,462.66304412150464,368.4210020827177,-94.24204203878696,-20.369476930609807
32,14,Suburban,Afternoon,Premium,254.9510771161675,349.57064997809374,94.61957286192623,37.11283511024869
78,31,Urban,Evening,Premium,271.0126649576171,290.142953482705,19.130288525087906,7.05881716933031
53,10,Rural,Evening,Economy,424.48842846396354,587.3495207209362,162.86109225697265,38.36643859675873
60,50,Suburban,Afternoon,Premium,151.77728650517233,209.48256368561675,57.705277180444426,38.019705391476954
97,58,Urban,Morning,Premium,383.0749064097095,362.56500060166934,-20.509905808040173,-5.354019661654434
87,77,Urban,Night,Premium,97.78450586126137,155.33090818890236,57.54640232764099,58.85022562704258
74,20,Rural,Night,Economy,119.59407325541466,129.45206672288828,9.85799346747362,8.242877927922148
90,58,Urban,Afternoon,Premium,126.57277068445282,122.06635106291512,-4.506419621537702,-3.5603389237423357
21,8,Rural,Afternoon,Premium,829.5343798843528,704.1562502381618,-125.37812964619104,-15.11427768233913
70,35,Urban,Night,Premium,418.815349545453,408.27194480651525,-10.543404738937738,-2.5174351299160036
37,7,Suburban,Evening,Economy,233.21310275336955,228.70422946521182,-4.50887328815773,-1.9333704817288977
30,11,Rural,Night,Premium,701.141472496938,617.1916018410005,-83.9498706559375,-11.973314081246865
64,22,Urban,Evening,Premium,388.72966746525947,419.48881554381956,30.759148078560088,7.912734903699886
40,23,Urban,Night,Economy,528.60807288888,613.3294280586467,84.72135516976675,16.0272533687877
28,18,Urban,Afternoon,Premium,382.03843862699455,400.5467551323282,18.508316505333653,4.844621544326945
85,19,Rural,Morning,Economy,587.331264277609,549.0516057500358,-38.27965852757313,-6.517558464158279
92,77,Urban,Night,Economy,167.7398193291184,184.99451754166415,17.254698212545748,10.286584474429834
93,56,Suburban,Evening,Premium,304.8360144837103,303.0432824951464,-1.7927319885639008,-0.5880971746728109
36,25,Rural,Afternoon,Economy,354.1540979676975,376.4222131133854,22.268115145687887,6.287690943990988
94,50,Suburban,Night,Premium,250.4603273046531,218.5969340590735,-31.8633932455796,-12.721932287033164
27,8,Rural,Afternoon,Economy,495.2197782062817,542.7303050345033,47.5105268282216,9.593826603676417
86,41,Rural,Morning,Premium,301.5483736351267,292.5611434477569,-8.987230187369846,-2.9803610210295437
22,11,Rural,Evening,Economy,433.03454356764814,392.0286331136844,-41.005910453963736,-9.469431726191571
95,56,Rural,Morning,Premium,671.4712089285143,574.5505878338137,-96.92062109470066,-14.434069518685641
99,89,Urban,Afternoon,Economy,49.71329085631081,55.02280430144443,5.309513445133618,10.68026950877183
22,8,Rural,Morning,Economy,408.129769999122,442.0317214234443,33.901951424322306,8.306659772551079
100,85,Suburban,Evening,Economy,329.4837131421355,375.9795098174553,46.49579667531981,14.111713210923435
61,38,Rural,Evening,Premium,383.3178042225475,319.30270543679336,-64.01509878575416,-16.700267527513052
33,18,Suburban,Night,Economy,313.06815696851334,335.2253308469863,22.157173878472975,7.077428152714177
39,22,Rural,Evening,Premium,706.6896358975697,614.4878013372196,-92.20183456035011,-13.047005343900953
37,5,Urban,Evening,Premium,142.6153122038585,138.72680912300575,-3.8885030808527574,-2.726567730184833
95,53,Suburban,Afternoon,Premium,708.8224028092762,640.6840424552887,-68.13836035398754,-9.612895992555362
28,6,Suburban,Afternoon,Premium,593.065918046481,584.1650745292086,-8.900843517272392,-1.5008185846509556
66,17,Urban,Night,Economy,604.3834014812801,542.1211092734643,-62.26229220781579,-10.301787252134567
60,11,Suburban,Evening,Economy,100.2582627032478,105.79845308625656,5.540190383008763,5.525918995232393
94,34,Suburban,Afternoon,Premium,685.7612504810801,597.9314472667395,-87.82980321434059,-12.8076357701351
63,12,Urban,Evening,Premium,446.41301231617626,502.22833390333454,55.81532158715828,12.503067797590663
38,8,Suburban,Night,Premium,291.107936848218,280.8743509551883,-10.233585893029726,-3.5153922644044773
35,21,Suburban,Morning,Premium,193.64239387562827,181.3841130819907,-12.258280793637567,-6.330370405103936
83,64,Suburban,Evening,Economy,304.52612995371493,391.7616915833403,87.23556162962535,28.646330494819715
62,14,Rural,Morning,Premium,386.834933294766,318.5896293532827,-68.24530394148331,-17.641970274044713
88,48,Urban,Night,Economy,230.83258579661484,299.3397591073267,68.50717331071186,29.67829393510027
